Number,Value
0,9
1,1
2,3
3,3
4,9
5,4
6,1
7,4
8,7
9,6
10,2
11,7
12,7
13,7
14,4
15,7
16,4
17,5
18,1
19,2
20,3
21,9
22,7
23,7
24,2
25,6
26,8
27,3
28,4
29,3
30,2
31,9
32,2
33,5
34,6
35,5
36,4
37,2
38,5
39,6
40,1
41,1
42,4
43,8
44,3
45,6
46,9
47,8
48,6
49,6
50,8
51,7
52,6
53,3
54,8
55,1
56,7
57,7
58,5
59,5
60,9
61,1
62,8
63,5
64,9
65,2
66,2
67,3
68,6
69,2
70,8
71,9
72,5
73,6
74,1
75,9
76,3
77,4
78,2
79,1
80,8
81,8
82,6
83,6
84,4
85,6
86,1
87,6
88,2
89,6
90,2
91,8
92,4
93,1
94,7
95,6
96,5
97,1
98,5
99,6
100,3
101,2
102,8
103,5
104,1
105,3
106,5
107,5
108,6
109,7
110,2
111,7
112,3
113,4
114,7
115,1
116,3
117,4
118,3
119,6
120,4
121,6
122,5
123,4
124,7
125,9
126,1
127,6
128,5
129,1
130,2
131,3
132,3
133,8
134,4
135,1
136,8
137,9
138,5
139,8
140,2
141,8
142,7
143,9
144,5
145,7
146,4
147,8
148,6
149,3
150,5
151,6
152,1
153,9
154,2
155,3
156,2
157,3
158,7
159,5
160,6
161,3
162,7
163,7
164,7
165,2
166,9
167,5
168,3
169,2
170,2
171,5
172,4
173,5
174,5
175,5
176,3
177,2
178,6
179,7
180,6
181,4
182,8
183,6
184,9
185,2
186,5
187,5
188,2
189,1
190,4
191,3
192,7
193,9
194,1
195,1
196,3
197,3
198,5
199,4
200,5
201,9
202,4
203,9
204,4
205,4
206,5
207,8
208,3
209,8
210,1
211,1
212,2
213,4
214,9
215,1
216,5
217,8
218,5
219,2
220,7
221,7
222,2
223,1
224,8
225,1
226,4
227,9
228,9
229,6
230,2
231,3
232,9
233,8
234,5
235,6
236,1
237,8
238,3
239,3
240,3
241,6
242,4
243,1
244,1
245,2
246,8
247,8
248,4
249,4
250,5
251,2
252,6
253,3
254,8
255,1
256,2
257,5
258,5
259,7
260,3
261,4
262,7
263,8
264,4
265,2
266,3
267,7
268,5
269,7
270,7
271,1
272,3
273,6
274,9
275,9
276,5
277,8
278,1
279,1
280,7
281,6
282,2
283,4
284,9
285,2
286,4
287,1
288,9
289,2
290,8
291,7
292,8
293,8
294,8
295,1
296,4
297,5
298,1
299,4
300,9
301,1
302,1
303,4
304,6
305,4
306,3
307,6
308,1
309,6
310,5
311,7
312,8
313,9
314,2
315,8
316,5
317,9
318,2
319,2
320,3
321,4
322,6
323,6
324,9
325,1
326,6
327,1
328,9
329,5
330,3
331,7
332,9
333,4
334,5
335,9
336,7
337,7
338,9
339,8
340,1
341,6
342,8
343,8
344,9
345,6
346,5
347,5
348,8
349,6
350,7
351,1
352,3
353,8
354,7
355,7
356,7
357,3
358,2
359,1
360,4
361,9
362,7
363,5
364,8
365,1
366,8
367,3
368,6
369,3
370,6
371,8
372,2
373,8
374,4
375,5
376,9
377,1
378,8
379,7
380,2
381,6
382,3
383,1
384,2
385,2
386,1
387,6
388,9
389,3
390,6
391,1
392,8
393,6
394,4
395,7
396,8
397,4
398,9
399,5
400,5
401,9
402,7
403,5
404,1
405,3
406,1
407,2
408,2
409,2
410,9
411,6
412,4
413,5
414,7
415,5
416,6
417,5
418,6
419,9
420,5
421,7
422,5
423,5
424,8
425,8
426,7
427,6
428,5
429,6
430,8
431,6
432,2
433,2
434,9
435,4
436,4
437,7
438,6
439,2
440,7
441,9
442,7
443,8
444,8
445,5
446,9
447,6
448,4
449,5
450,2
451,8
452,7
453,9
454,8
455,6
456,2
457,4
458,7
459,6
460,1
461,9
462,6
463,1
464,1
465,8
466,6
467,5
468,6
469,9
470,4
471,2
472,7
473,5
474,6
475,5
476,8
477,3
478,5
479,9
480,2
