Number,Value
0,5
1,7
2,2
3,1
4,7
5,2
6,6
7,3
8,3
9,7
10,8
11,7
12,10
13,6
14,7
15,4
16,10
17,11
18,2
19,6
20,8
21,9
22,8
23,4
24,4
25,10
26,9
27,3
28,2
29,3
30,1
31,5
32,2
33,4
34,5
35,5
36,5
37,9
38,10
39,3
40,10
41,10
42,2
43,11
44,7
45,4
46,5
47,9
48,6
49,6
50,11
51,11
52,4
53,1
54,8
55,1
56,8
57,3
58,5
59,2
60,8
61,6
62,9
63,9
64,8
65,3
66,6
67,10
68,4
69,4
70,6
71,1
72,2
73,3
74,9
75,2
76,2
77,4
78,6
79,5
80,9
81,9
82,10
83,5
84,5
85,7
86,5
87,5
88,8
89,6
90,8
91,5
92,2
93,3
94,10
95,3
96,2
97,4
98,8
99,9
100,7
101,3
102,9
103,6
104,3
105,3
106,2
107,4
108,2
109,5
110,5
111,11
112,3
113,3
114,2
115,10
116,4
117,9
118,6
119,11
120,10
121,4
122,4
123,4
124,6
125,3
126,1
127,6
128,6
129,5
130,11
131,11
132,8
133,7
134,7
135,2
136,11
137,2
138,8
139,10
140,6
141,2
142,9
143,2
144,4
145,11
146,9
147,1
148,10
149,8
150,5
151,3
152,8
153,9
154,8
155,8
156,5
157,2
158,4
159,9
160,2
161,2
162,4
163,4
164,6
165,9
166,11
167,2
168,6
169,11
170,11
171,8
172,7
173,3
174,7
175,11
176,11
177,4
178,7
179,8
180,5
181,2
182,7
183,8
184,2
185,6
186,7
187,5
188,7
189,1
190,1
191,6
192,10
193,6
194,11
195,10
196,9
197,6
198,3
199,8
200,10
201,5
202,3
203,2
204,5
205,11
206,9
207,5
208,8
209,5
210,7
211,11
212,8
213,10
214,9
215,5
216,8
217,8
218,7
219,8
220,7
221,9
222,11
223,8
224,5
225,8
226,8
227,7
228,9
229,3
230,3
231,4
232,7
233,2
234,9
235,5
236,11
237,7
238,2
239,5
240,5
241,7
242,8
243,9
244,11
245,1
246,8
247,1
248,3
249,7
250,1
251,7
252,5
253,11
254,10
255,7
256,4
257,3
258,10
259,1
260,4
261,4
262,9
263,5
264,7
265,9
266,5
267,2
268,7
269,4
270,1
271,8
272,10
273,5
274,1
275,11
276,9
277,7
278,10
279,4
280,9
281,2
282,9
283,9
284,1
285,7
286,11
287,8
288,11
289,5
290,4
291,11
292,7
293,4
294,11
295,5
296,6
297,6
298,8
299,11
300,8
301,11
302,8
303,2
304,8
305,4
306,6
307,2
308,1
309,5
310,7
311,9
312,5
313,6
314,3
315,5
316,7
317,6
318,8
319,1
320,8
321,10
322,11
323,7
324,3
325,1
326,10
327,11
328,1
329,8
330,2
331,2
332,6
333,4
334,1
335,2
336,7
337,9
338,8
339,10
340,5
341,9
342,9
343,8
344,8
345,2
346,4
347,10
348,4
349,7
350,7
351,2
352,5
