Number,Value
0,61
1,22
2,77
3,43
4,77
5,39
6,2
7,19
8,52
9,38
10,69
11,52
12,29
13,3
14,14
15,68
16,7
17,50
18,9
19,17
20,64
21,17
22,42
23,9
24,75
25,37
26,46
27,15
28,66
29,21
30,60
31,64
32,12
33,38
34,43
35,5
36,78
37,1
38,67
39,5
40,37
41,32
42,2
43,25
44,7
45,68
46,64
47,43
48,77
49,24
50,8
51,69
52,4
53,71
54,52
55,16
56,16
57,48
58,41
59,52
60,30
61,39
62,27
63,19
64,4
65,57
66,70
67,72
68,53
69,16
70,39
71,4
72,33
73,3
74,5
75,71
76,26
77,47
78,51
79,5
80,59
81,7
82,32
83,34
84,7
85,71
86,22
87,44
88,10
89,66
90,78
91,36
92,61
93,34
94,10
95,71
96,69
97,70
98,9
99,42
100,6
101,45
102,3
103,8
104,22
105,64
106,76
107,35
108,2
109,1
110,72
111,4
112,49
113,70
114,27
115,48
116,68
117,36
118,24
119,50
120,63
121,38
122,48
123,25
124,9
125,9
126,52
127,2
128,20
129,64
130,16
131,20
132,57
133,12
134,28
135,52
136,29
137,49
138,73
139,60
140,67
141,18
142,19
143,7
144,65
145,37
146,52
147,3
148,72
149,51
150,29
151,50
152,63
153,67
154,45
155,12
156,8
157,56
158,52
159,3
160,37
161,70
162,45
163,64
164,3
165,73
166,6
167,17
168,26
169,7
170,38
171,46
172,76
173,11
174,37
175,14
176,16
177,33
178,33
179,51
180,36
181,33
182,27
183,60
184,11
185,29
186,14
187,10
188,26
189,46
190,39
191,72
192,63
193,46
194,25
195,30
196,43
197,10
198,54
199,45
200,9
201,58
202,50
203,61
204,49
205,69
206,43
207,43
208,78
209,1
210,78
211,62
212,55
213,29
214,10
215,14
216,41
217,9
218,47
219,11
220,20
221,8
222,12
223,30
224,12
225,43
226,4
227,13
228,61
229,65
230,4
231,33
232,17
233,8
234,63
235,61
236,6
237,28
238,19
239,39
240,29
241,16
242,41
243,30
244,37
245,20
246,20
247,46
248,35
249,54
250,18
251,58
252,44
253,6
254,37
255,49
256,56
257,60
258,41
259,60
260,53
261,72
262,47
263,69
264,26
265,53
266,75
267,52
268,74
269,30
270,51
271,71
272,24
273,28
274,7
275,12
276,55
277,43
278,17
279,53
280,70
281,51
282,71
283,21
284,15
285,22
286,67
287,46
288,50
289,22
290,34
291,61
292,71
293,3
294,75
295,57
296,77
297,53
298,18
299,68
300,69
301,77
302,73
303,22
304,58
305,37
306,8
307,61
308,52
309,23
310,10
311,32
312,32
313,7
314,61
315,46
316,43
317,28
318,54
319,75
320,57
321,16
322,43
323,7
324,32
325,22
326,47
327,21
328,55
329,48
330,39
331,8
332,68
333,39
334,48
335,45
336,21
337,23
338,10
339,72
340,72
341,3
342,67
