Number,Value
0,3
1,18
2,6
3,17
4,11
5,16
6,7
7,9
8,5
9,7
10,6
11,11
12,17
13,2
14,4
15,13
16,14
17,19
18,16
19,9
20,17
21,3
22,8
23,19
24,16
25,2
26,8
27,10
28,14
29,2
30,13
31,9
32,3
33,2
34,11
35,6
36,1
37,5
38,13
39,8
40,5
41,16
42,8
43,2
44,1
45,2
46,12
47,2
48,12
49,4
50,19
51,6
52,8
53,4
54,10
55,9
56,5
57,4
58,5
59,2
60,5
61,14
62,7
63,4
64,9
65,17
66,10
67,2
68,12
69,13
70,7
71,8
72,17
73,10
74,14
75,14
76,2
77,3
78,3
79,10
80,10
81,13
82,12
83,8
84,14
85,12
86,19
87,13
88,1
89,10
90,9
91,5
92,7
93,17
94,18
95,9
96,13
97,10
98,7
99,6
100,6
101,6
102,1
103,18
104,19
105,8
106,9
107,15
108,8
109,13
110,18
111,12
112,12
113,15
114,13
115,18
116,4
117,6
118,11
119,5
120,7
121,1
122,9
123,3
124,14
125,17
126,14
127,5
128,18
129,1
130,19
131,1
132,6
133,3
134,18
135,4
136,14
137,15
138,9
139,2
140,10
141,16
142,10
143,3
144,14
145,16
146,8
147,5
148,3
149,13
150,19
151,9
152,7
153,15
154,4
155,4
156,18
157,13
158,6
159,3
160,13
161,14
162,16
163,15
164,8
165,19
166,5
167,17
168,12
169,18
170,12
171,15
172,14
173,11
174,4
175,10
176,16
177,8
178,4
179,6
180,4
181,8
182,8
183,9
184,11
185,11
186,10
187,17
188,5
189,4
190,11
191,11
192,10
193,9
194,11
195,15
196,7
197,2
198,7
199,18
200,7
201,17
202,17
203,1
204,19
205,17
206,6
207,9
208,18
209,12
210,5
211,5
212,14
213,13
214,9
215,4
216,12
217,9
218,1
219,7
220,19
221,1
222,6
223,15
224,8
225,1
226,2
227,18
228,16
229,2
230,4
231,12
232,19
233,12
234,1
235,5
236,12
237,10
238,3
239,16
240,12
241,1
242,7
243,13
244,8
245,3
246,5
247,4
248,15
249,8
250,11
251,8
252,7
253,7
254,3
255,19
256,1
257,19
258,12
259,9
260,7
261,16
262,10
263,1
264,4
265,17
266,3
267,2
268,17
269,5
270,11
271,12
272,4
273,8
274,5
275,6
276,3
277,8
278,9
279,5
280,18
281,16
282,7
283,11
284,12
285,19
286,5
287,16
288,6
289,9
290,11
291,19
292,18
293,6
294,5
295,18
296,2
297,12
298,7
299,14
300,13
301,3
302,14
303,15
304,2
305,14
306,16
307,5
308,11
309,17
310,11
311,17
312,19
313,11
314,11
315,19
316,10
317,16
318,7
319,3
320,9
321,1
322,3
323,1
324,9
325,18
326,8
327,10
328,1
329,10
330,3
331,8
332,4
333,9
334,3
335,6
336,2
337,11
338,18
339,19
340,18
341,13
342,18
343,15
344,14
345,9
346,14
347,2
348,11
349,12
350,13
351,8
352,11
353,14
354,11
355,14
356,12
357,12
358,4
359,1
360,1
361,2
362,15
363,19
364,2
365,2
366,11
367,15
368,2
369,17
370,13
371,5
372,3
373,17
374,1
375,7
376,12
377,14
378,16
379,15
380,7
381,9
382,7
383,2
384,18
385,7
386,10
387,11
388,6
389,3
390,9
391,14
392,11
393,4
394,11
395,16
396,18
