Number,Value
0,4
1,7
2,4
3,13
4,1
5,6
6,3
7,1
8,6
9,13
10,9
11,11
12,5
13,2
14,1
15,9
16,10
17,3
18,2
19,9
20,6
21,10
22,6
23,7
24,4
25,1
26,10
27,4
28,9
29,10
30,7
31,10
32,2
33,11
34,10
35,11
36,9
37,10
38,8
39,8
40,5
41,12
42,8
43,13
44,12
45,2
46,12
47,3
48,8
49,2
50,9
51,7
52,6
53,5
54,12
55,3
56,8
57,4
58,2
59,11
60,9
61,12
62,7
63,5
64,11
65,7
66,13
67,13
68,1
69,13
70,1
71,3
72,10
73,6
74,9
75,10
76,7
77,5
78,3
79,10
80,12
81,1
82,11
83,4
84,2
85,1
86,4
87,8
88,8
89,7
90,2
91,9
92,5
93,1
94,12
95,4
96,11
97,4
98,11
99,7
100,9
101,9
102,10
103,10
104,7
105,13
106,7
107,11
108,3
109,4
110,8
111,5
112,2
113,11
114,8
115,8
116,3
117,2
118,3
119,9
120,6
121,10
122,3
123,3
124,12
125,10
126,1
127,1
128,4
129,6
130,8
131,11
132,10
133,8
134,10
135,3
136,3
137,2
138,1
139,13
140,6
141,6
142,9
143,7
144,9
145,8
146,13
147,12
148,8
149,12
150,5
151,6
152,5
153,6
154,9
155,10
156,11
157,13
158,10
159,6
160,1
161,10
162,7
163,1
164,11
165,12
166,8
167,4
168,4
169,1
170,9
171,12
172,2
173,13
174,8
175,5
176,12
177,9
178,1
179,7
180,9
181,12
182,4
183,6
184,13
185,1
186,1
187,6
188,7
189,13
190,9
191,13
192,8
193,2
194,4
195,10
196,2
197,2
198,3
199,1
200,2
201,13
202,11
203,12
204,12
205,4
206,4
207,1
208,8
209,13
210,6
211,4
212,10
213,4
214,11
215,4
216,3
217,13
218,6
219,6
220,7
221,9
222,2
223,11
224,8
225,8
226,7
227,10
228,10
229,2
230,11
231,7
232,1
233,5
234,5
235,7
236,8
237,2
238,10
239,10
240,2
241,3
242,9
243,6
244,13
245,12
246,7
247,11
248,10
249,4
250,1
251,13
252,12
253,8
254,11
255,1
256,3
257,8
258,1
259,8
260,12
261,13
262,11
263,13
264,6
265,4
266,2
267,1
268,10
269,1
270,12
271,13
272,7
273,6
274,4
275,2
276,5
277,11
278,3
279,8
280,13
281,7
282,5
283,11
284,1
285,12
286,4
287,8
288,11
289,3
290,8
291,9
292,3
293,10
294,10
295,2
296,8
297,11
298,5
299,13
300,8
301,8
302,5
303,10
304,9
305,10
306,6
307,12
308,2
309,9
310,12
311,7
312,8
313,1
314,2
315,6
316,9
317,11
318,1
319,13
320,11
321,4
322,9
323,1
324,11
325,13
326,5
327,2
328,11
329,6
330,4
331,6
332,1
333,12
334,7
335,1
336,1
337,1
338,11
339,4
340,9
341,4
342,10
343,4
344,5
345,1
346,2
347,8
348,7
349,10
350,11
351,8
352,13
353,7
354,6
355,12
356,8
357,12
358,5
359,9
360,8
361,11
362,2
363,8
364,5
365,3
366,9
367,13
368,11
369,6
370,3
371,11
372,1
373,7
374,1
375,13
376,3
377,6
378,8
379,8
380,5
381,12
382,9
383,5
384,9
385,1
386,12
387,13
388,5
389,1
390,5
391,12
392,6
393,4
394,4
395,4
396,5
397,6
398,12
399,3
400,12
401,4
402,2
403,1
404,9
405,10
406,8
407,6
408,8
409,3
410,1
