Number,Value
0,4
1,4
2,10
3,2
4,1
5,13
6,7
7,13
8,8
9,9
10,10
11,12
12,11
13,10
14,8
15,11
16,13
17,6
18,7
19,3
20,10
21,10
22,1
23,12
24,1
25,8
26,11
27,8
28,7
29,8
30,1
31,4
32,8
33,2
34,2
35,12
36,8
37,7
38,5
39,8
40,6
41,11
42,3
43,9
44,12
45,6
46,9
47,2
48,13
49,13
50,9
51,12
52,9
53,8
54,1
55,7
56,11
57,2
58,12
59,3
60,8
61,4
62,13
63,5
64,5
65,7
66,10
67,4
68,3
69,13
70,6
71,3
72,12
73,3
74,12
75,3
76,4
77,8
78,5
79,2
80,13
81,9
82,7
83,7
84,6
85,13
86,2
87,1
88,8
89,6
90,2
91,1
92,5
93,1
94,7
95,9
96,12
97,13
98,11
99,10
100,13
101,4
102,5
103,13
104,6
105,13
106,4
107,7
108,2
109,11
110,4
111,12
112,10
113,9
114,9
115,10
116,12
117,6
118,13
119,7
120,12
121,6
122,3
123,8
124,6
125,12
126,6
127,5
128,9
129,3
130,6
131,13
132,3
133,9
134,6
135,7
136,2
137,8
138,6
139,11
140,9
141,3
142,8
143,13
144,6
145,5
146,9
147,9
148,1
149,1
150,11
151,5
152,2
153,5
154,8
155,12
156,7
157,8
158,6
159,12
160,2
161,1
162,9
163,4
164,11
165,9
166,4
167,5
168,12
169,2
170,12
171,7
172,4
173,7
174,9
175,9
176,5
177,10
178,1
179,4
180,12
181,13
182,2
183,13
184,9
185,12
186,5
187,3
188,1
189,10
190,9
191,6
192,1
193,9
194,8
195,12
196,12
197,13
198,5
199,11
200,6
201,7
202,11
203,3
204,8
205,8
206,3
207,7
208,11
209,1
210,12
211,12
212,12
213,5
214,1
215,7
216,4
217,1
218,4
219,13
220,3
221,10
222,2
223,11
224,7
225,4
226,2
227,4
228,12
229,13
230,12
231,8
232,3
233,7
234,6
235,10
236,12
237,11
238,6
239,10
240,3
241,4
242,4
243,5
244,6
245,2
246,1
247,4
248,9
249,3
250,10
251,2
252,13
253,11
254,5
255,11
256,4
257,11
258,7
259,5
260,3
261,7
262,13
263,7
264,6
265,11
266,2
267,6
268,8
269,6
270,9
271,11
272,4
273,8
274,8
275,1
276,1
277,3
278,2
279,8
280,13
281,13
282,5
283,13
284,8
285,8
286,7
287,3
288,13
289,7
290,8
291,11
292,5
293,7
294,13
295,12
296,12
297,6
298,10
299,7
300,12
301,6
302,8
303,8
304,9
305,4
306,7
307,9
308,12
309,11
310,5
311,10
312,7
313,1
314,12
315,10
316,12
317,4
318,3
319,5
320,8
321,1
322,9
323,7
324,13
325,6
326,8
327,2
328,10
329,9
330,8
331,9
332,6
333,10
334,7
335,1
336,6
337,1
338,7
339,1
340,2
341,2
342,11
343,7
344,13
345,3
346,1
347,7
348,4
349,3
350,13
351,10
352,5
353,7
354,9
355,7
356,11
357,6
358,12
359,3
360,2
361,10
362,5
363,7
364,8
365,5
366,1
367,6
368,8
369,5
370,2
371,6
372,5
373,5
374,8
375,13
376,1
377,7
378,8
379,8
380,11
381,9
382,10
383,1
384,7
385,9
386,13
387,10
388,12
389,12
390,4
391,1
392,12
393,9
394,5
395,8
396,4
397,11
398,1
399,12
400,9
401,10
402,10
403,5
404,12
405,5
406,3
407,6
408,1
409,5
410,1
411,8
412,6
413,9
414,3
415,11
416,3
417,11
418,11
419,7
420,10
421,8
422,5
423,10
424,4
425,12
426,1
427,5
428,13
429,9
430,12
431,4
432,12
433,6
434,7
435,2
436,2
437,5
438,4
439,10
440,10
441,6
442,9
443,5
444,5
445,3
446,1
447,10
448,7
449,5
450,8
451,1
452,10
453,5
454,12
455,12
456,8
457,12
458,2
459,11
460,12
461,13
462,5
463,3
464,8
465,9
466,11
467,2
468,9
469,2
470,4
471,9
472,9
473,13
474,10
475,1
476,10
477,1
478,10
479,11
480,5
481,5
482,8
483,3
484,8
485,8
486,8
487,1
488,4
489,9
490,9
491,2
492,4
493,7
494,13
495,12
496,7
497,1
498,10
499,9
500,8
501,12
502,2
503,11
504,11
505,6
506,2
507,4
508,4
509,10
510,13
511,9
512,3
513,2
514,3
515,7
516,8
517,9
518,11
519,11
520,1
521,7
522,12
523,2
524,10
525,7
526,6
527,8
528,8
529,5
530,5
531,8
532,2
533,1
534,6
535,3
536,4
537,8
538,11
539,7
540,10
541,9
542,5
543,13
544,11
545,11
546,8
547,9
548,7
549,1
550,5
551,11
552,1
553,11
554,5
555,12
556,5
557,9
558,3
559,5
560,2
561,12
562,1
563,6
564,11
565,3
566,4
567,12
568,12
569,3
570,5
571,11
572,2
573,1
574,3
575,7
576,1
577,9
578,9
579,3
580,3
581,10
582,12
583,4
584,4
585,10
586,11
587,7
588,10
589,9
590,1
591,2
592,1
593,5
594,13
595,2
596,12
597,8
598,8
599,3
600,13
601,7
602,11
603,13
604,2
605,10
606,10
607,7
608,6
609,1
610,5
611,11
612,3
613,3
614,7
615,13
616,10
617,9
618,9
619,9
620,4
621,6
622,8
623,5
624,7
625,4
626,10
627,4
628,1
629,12
630,9
631,5
632,3
633,9
634,10
635,12
636,4
637,4
638,12
639,3
640,8
641,6
642,10
643,6
644,12
645,4
646,5
647,9
648,12
649,10
650,5
651,12
652,7
653,8
654,11
655,7
656,1
657,6
658,1
659,5
660,4
661,5
662,3
663,5
664,13
665,2
666,7
667,13
668,13
669,12
670,10
671,8
672,2
673,10
674,1
675,13
676,3
677,6
678,3
679,4
680,3
681,5
682,5
683,13
684,10
685,5
686,3
687,2
688,4
689,8
690,8
691,12
692,9
693,7
694,3
695,13
696,2
697,5
698,3
699,13
700,6
701,8
702,12
703,9
704,9
705,6
706,1
707,6
708,6
709,1
710,3
711,3
712,4
713,11
714,12
715,1
716,3
717,5
718,13
719,11
720,7
721,10
722,13
723,8
724,4
725,3
726,7
727,1
728,3
729,4
730,6
731,11
732,7
733,1
734,8
735,11
736,11
737,1
738,6
739,1
740,10
741,9
742,10
743,9
744,12
745,2
746,7
747,1
748,8
749,9
750,10
751,3
752,10
753,4
754,1
755,2
756,5
757,12
758,12
759,1
760,7
761,4
762,2
763,12
764,7
765,2
766,6
767,9
768,5
769,2
770,7
771,13
772,5
773,6
774,3
775,12
776,1
777,6
778,10
779,11
780,1
781,12
782,2
783,10
784,2
785,5
786,1
787,10
788,8
789,4
790,6
791,10
792,4
793,9
794,9
795,8
796,7
797,8
798,6
799,7
800,7
801,3
802,4
803,11
804,10
805,4
806,11
807,9
808,10
809,4
810,9
811,5
812,5
813,10
814,6
815,3
816,1
817,10
818,3
819,9
820,11
821,3
822,10
823,9
824,11
825,12
826,8
827,9
828,5
829,6
830,10
831,3
832,4
833,3
834,6
835,4
836,3
837,12
838,3
839,4
840,10
841,1
842,9
843,11
844,13
845,5
846,11
847,12
848,8
849,9
850,3
851,8
852,8
853,2
854,6
855,4
856,8
857,11
858,1
859,5
860,1
861,4
862,9
863,3
864,9
865,1
866,4
867,1
868,9
869,5
870,10
871,12
872,11
873,1
874,9
875,11
876,3
877,4
878,6
879,4
880,8
881,13
882,13
883,7
884,13
885,3
886,10
887,12
888,5
889,1
890,1
891,7
892,10
893,13
894,13
895,12
896,2
897,3
898,7
899,11
900,6
901,8
902,1
903,12
904,3
905,1
906,1
907,8
908,13
909,7
910,1
911,13
912,10
913,6
914,8
915,11
916,7
917,2
918,10
919,9
920,3
921,3
922,10
923,4
924,2
925,7
926,6
927,9
928,4
929,4
930,5
931,4
932,13
933,11
934,13
935,4
936,3
937,2
938,13
939,4
940,11
941,10
942,2
943,4
944,7
945,6
946,11
947,7
948,8
949,13
950,11
951,12
952,9
953,12
954,4
955,8
956,9
957,7
958,10
959,12
960,10
961,13
962,10
963,8
964,5
965,2
966,10
967,1
968,13
969,11
970,1
971,5
972,8
973,11
974,2
975,3
976,7
977,9
978,6
979,7
980,13
981,4
982,10
983,8
984,1
985,4
986,2
987,5
988,3
989,8
990,7
991,1
992,11
993,7
994,7
995,12
996,5
997,9
998,6
999,101000,7
1001,12
1002,9
1003,12
1004,9
1005,12
1006,10
1007,10
1008,1
1009,12
1010,1
1011,8
1012,10
1013,13
1014,4
1015,8
1016,11
1017,13
1018,2
1019,13
1020,12
1021,7
1022,10
1023,4
1024,10
1025,4
1026,8
1027,11
1028,2
1029,3
1030,10
1031,7
1032,2
1033,2
1034,12
1035,12
1036,5
1037,10
1038,4
1039,12
1040,4
1041,1
1042,12
1043,8
1044,12
1045,1
1046,7
1047,4
1048,12
1049,1
1050,12
1051,12
1052,9
1053,6
1054,2
1055,5
1056,8
1057,8
1058,6
1059,1
1060,10
1061,7
1062,6
1063,2
1064,5
1065,3
1066,12
1067,3
1068,10
1069,10
1070,7
1071,4
1072,11
1073,5
1074,13
1075,4
1076,11
1077,12
1078,3
1079,1
1080,7
1081,13
1082,2
1083,13
1084,13
1085,13
1086,7
1087,12
1088,8
1089,10
1090,4
1091,9
1092,11
1093,2
1094,7
1095,10
1096,3
1097,11
1098,9
1099,4
1100,13
1101,6
1102,4
1103,1
1104,10
1105,7
1106,3
1107,4
1108,13
1109,3
1110,9
1111,1
1112,6
1113,6
1114,8
1115,7
1116,13
1117,13
1118,2
1119,1
1120,2
1121,13
1122,3
1123,4
1124,10
1125,8
1126,3
1127,9
1128,1
1129,4
1130,6
1131,11
1132,13
1133,13
1134,9
1135,4
1136,1
1137,3
1138,7
1139,3
1140,1
1141,7
1142,5
1143,1
1144,5
1145,2
1146,4
1147,4
1148,9
1149,2
1150,10
1151,10
1152,12
1153,5
1154,13
1155,2
1156,6
1157,7
1158,13
1159,10
1160,2
1161,5
1162,1
1163,11
1164,3
1165,3
1166,6
1167,12
1168,11
1169,5
1170,2
1171,4
1172,10
1173,12
1174,7
1175,8
1176,11
1177,9
1178,8
1179,13
1180,7
1181,2
1182,4
1183,8
1184,13
1185,5
1186,3
1187,9
1188,6
1189,7
1190,5
1191,8
1192,4
1193,1
1194,12
1195,12
1196,6
1197,8
1198,12
1199,11
1200,6
1201,6
1202,10
1203,13
1204,6
1205,1
1206,9
1207,12
1208,3
1209,4
1210,7
1211,8
1212,9
1213,5
1214,5
1215,5
1216,4
1217,6
1218,11
1219,11
1220,12
1221,7
1222,6
1223,11
1224,12
1225,7
1226,10
1227,9
