Number,Value
0,4
1,1
2,4
3,2
4,2
5,5
6,2
7,1
8,5
9,1
10,5
11,4
12,1
13,4
14,2
15,2
16,1
17,4
18,3
19,1
20,2
21,3
22,1
23,5
24,3
25,4
26,3
27,1
28,3
29,1
30,1
31,3
32,3
33,1
34,4
35,2
36,1
37,3
38,4
39,3
40,2
41,2
42,4
43,4
44,2
45,5
46,3
47,3
48,2
49,2
50,5
51,4
52,5
53,5
54,4
55,2
56,2
57,5
58,1
59,5
60,2
61,3
62,4
63,5
64,3
65,2
66,1
67,4
68,4
69,3
70,5
71,1
72,4
73,3
74,4
75,5
76,4
77,5
78,1
79,4
80,2
81,2
82,5
83,1
84,3
85,2
86,4
87,5
88,2
89,4
90,5
91,4
92,1
93,4
94,2
95,4
96,1
97,1
98,2
99,2
100,4
101,5
102,5
103,3
104,5
105,5
106,5
107,3
108,3
109,5
110,2
111,3
112,2
113,4
114,4
115,1
116,3
117,1
118,1
119,4
120,4
121,1
122,1
123,1
124,1
125,1
126,2
127,2
128,2
129,5
130,5
131,4
132,3
133,5
134,4
135,5
136,3
137,1
138,4
139,3
140,3
141,4
142,5
143,4
144,4
145,1
146,5
147,4
148,5
149,3
150,2
151,4
152,3
153,2
154,5
155,1
156,1
157,3
158,3
159,3
160,2
161,1
162,1
163,4
164,4
165,3
166,4
167,5
168,2
169,3
170,3
171,2
172,1
173,5
174,5
175,5
176,4
177,1
178,5
179,1
180,3
181,1
182,4
183,5
184,4
185,5
186,3
187,2
188,2
189,4
190,2
191,1
192,4
193,4
194,1
195,1
196,2
197,1
198,3
199,4
200,5
201,1
202,1
203,2
204,4
205,5
206,2
207,5
208,1
209,1
210,3
211,2
212,5
213,5
214,3
215,5
216,5
217,3
218,4
219,5
220,5
221,3
222,2
223,2
224,5
225,3
226,1
227,1
228,2
229,3
230,5
231,1
232,2
233,4
234,3
235,3
236,4
237,3
238,2
239,2
240,4
241,2
242,2
243,2
244,5
245,1
246,1
247,3
248,2
249,4
250,1
251,1
252,4
253,4
254,4
255,3
256,4
257,2
258,1
259,1
260,5
261,3
262,4
263,1
264,1
265,5
266,4
267,2
268,3
269,5
270,3
271,1
272,1
273,4
274,2
275,1
276,2
277,1
278,4
279,5
280,3
281,3
282,3
283,5
284,1
285,1
286,4
287,2
288,1
289,5
290,4
291,5
292,2
293,3
294,1
295,1
296,5
297,2
298,5
299,2
300,3
301,4
302,4
303,1
304,5
305,1
306,1
307,5
308,2
309,2
310,1
311,2
312,4
313,2
314,2
315,1
316,4
317,4
318,4
319,4
320,1
321,4
322,5
323,5
324,5
325,3
326,5
327,2
328,2
329,4
330,1
331,2
332,2
333,3
334,4
335,1
336,2
337,2
338,3
339,5
340,5
341,2
342,4
343,4
344,5
345,5
346,1
347,5
348,2
349,4
350,3
351,2
352,5
353,2
354,1
355,1
356,5
357,2
358,3
359,4
360,3
361,4
362,4
363,1
364,1
365,3
366,1
367,3
368,2
369,5
370,2
371,3
372,4
373,5
374,1
375,4
376,1
377,1
378,3
379,5
380,1
381,2
382,2
383,3
384,3
385,4
386,4
387,2
388,2
389,2
390,2
391,4
392,5
393,4
394,2
395,4
396,4
397,2
398,2
399,5
400,5
401,4
402,5
403,1
404,5
405,1
406,5
407,2
408,2
409,1
410,4
411,5
412,3
413,2
414,4
415,2
416,1
417,2
418,4
419,5
420,5
421,5
422,1
423,3
424,5
425,5
426,3
427,1
428,3
429,3
430,4
431,1
432,3
433,3
434,3
435,5
436,4
437,5
438,4
439,1
440,3
441,1
442,3
443,1
444,1
445,1
446,1
447,4
448,2
449,4
450,3
451,2
452,1
453,3
454,1
455,4
456,2
457,1
458,5
459,2
460,2
461,4
462,1
463,5
464,1
465,5
466,1
467,4
468,1
469,5
470,5
471,1
472,3
473,5
474,2
475,4
476,2
477,4
478,4
479,1
480,1
481,1
482,5
483,5
484,3
485,5
486,4
487,2
488,5
489,2
490,2
491,1
492,4
493,5
494,5
495,5
496,1
497,4
498,4
499,2
500,2
501,2
502,2
503,1
504,2
505,4
506,2
507,3
508,5
509,2
510,1
511,2
512,2
513,1
514,3
515,3
516,2
517,2
518,2
519,2
520,1
521,3
522,1
523,4
524,1
525,2
526,3
527,3
528,1
529,1
530,2
531,2
532,5
