Number,Value
0,4
1,3
2,3
3,4
4,5
5,5
6,3
7,2
8,2
9,4
10,1
11,2
12,2
13,5
14,3
15,5
16,3
17,4
18,2
19,3
20,3
21,3
22,4
23,1
24,5
25,2
26,3
27,3
28,4
29,4
30,4
31,5
32,5
33,2
34,1
35,4
36,3
37,5
38,5
39,1
40,3
41,5
42,2
43,4
44,4
45,1
46,2
47,2
48,1
49,5
50,2
51,5
52,4
53,1
54,1
55,2
56,2
57,5
58,1
59,3
60,1
61,2
62,5
63,1
64,5
65,2
66,1
67,1
68,5
69,5
70,3
71,4
72,5
73,1
74,5
75,3
76,4
77,1
78,1
79,3
80,3
81,1
82,2
83,3
84,2
85,4
86,5
87,1
88,3
89,2
90,5
91,4
92,5
93,3
94,3
95,5
96,5
97,4
98,5
99,1
100,2
101,4
102,5
103,1
104,1
105,4
106,1
107,3
108,1
109,3
110,5
111,4
112,5
113,1
114,4
115,5
116,1
117,5
118,1
119,2
120,5
121,3
122,4
123,5
124,4
125,5
126,1
127,1
128,3
129,5
130,1
131,4
132,5
133,2
134,3
135,5
136,3
137,1
138,5
139,5
140,5
141,5
142,3
143,3
144,2
145,5
146,5
147,2
148,4
149,4
150,1
151,5
152,3
153,5
154,1
155,1
156,3
157,1
158,5
159,1
160,1
161,2
162,2
163,5
164,4
165,5
166,5
167,4
168,2
169,4
170,4
171,1
172,5
173,2
174,4
175,4
176,5
177,3
178,2
179,1
180,1
181,2
182,3
183,4
184,4
185,1
186,4
187,1
188,1
189,1
190,1
191,2
192,3
193,2
194,1
195,5
196,2
197,4
198,1
199,2
200,2
201,2
202,5
203,3
204,2
205,1
206,3
207,2
208,4
209,4
210,4
211,2
212,1
213,2
214,3
215,2
216,5
217,5
218,4
219,3
220,1
221,5
222,1
223,4
224,5
225,1
226,4
227,2
228,3
229,3
230,4
231,3
232,5
233,4
234,2
235,1
236,5
237,1
238,5
239,1
240,2
241,2
242,5
243,5
244,1
245,1
246,5
247,1
248,1
249,1
250,3
251,1
252,5
253,5
254,1
255,2
256,5
257,1
258,3
259,4
260,1
261,3
262,4
263,4
264,1
265,1
266,5
267,1
268,2
269,5
270,5
271,2
272,4
273,1
274,2
275,1
276,3
277,1
278,5
279,3
280,5
281,5
282,1
283,5
284,5
285,1
286,2
287,3
288,1
289,4
290,4
291,2
292,5
293,2
294,5
295,5
296,1
297,1
298,5
299,1
300,3
301,1
302,3
303,3
304,3
305,3
306,2
307,2
308,4
309,5
310,3
311,1
312,4
313,4
314,3
315,1
316,1
317,3
318,3
319,3
320,2
321,4
322,1
323,2
324,5
325,1
326,1
327,4
328,2
329,3
330,3
331,4
332,5
333,1
334,3
335,5
336,3
337,1
338,2
339,4
340,1
341,1
342,3
343,4
344,5
345,2
346,4
347,5
348,2
349,2
350,1
351,1
352,2
353,4
354,2
355,2
356,5
357,5
358,1
359,2
360,2
361,3
362,5
363,5
364,2
365,3
366,1
367,3
368,1
369,3
370,5
371,1
372,3
373,4
374,1
375,4
376,3
377,4
378,2
379,1
380,3
381,5
382,2
383,1
384,2
385,4
386,4
387,5
388,1
389,3
390,2
391,3
392,3
393,1
394,4
395,2
396,3
397,2
398,4
399,2
400,2
401,3
402,4
403,1
404,4
405,4
406,1
407,3
408,4
409,1
410,5
411,5
412,5
413,3
414,4
415,2
416,4
417,3
418,4
419,4
420,1
421,1
422,1
423,3
424,3
425,1
426,1
427,1
428,5
429,4
430,2
431,4
432,1
433,2
434,1
435,4
436,1
437,5
438,3
439,5
440,2
441,2
442,3
443,5
444,1
445,3
446,2
447,1
448,4
449,2
450,3
451,1
452,3
453,1
454,2
455,4
456,4
457,2
458,5
459,2
460,5
461,3
462,2
463,4
464,4
465,3
466,4
467,3
468,2
469,1
470,1
471,5
472,4
473,1
474,4
475,3
476,1
477,1
478,1
479,1
480,2
481,3
482,4
483,3
484,1
485,1
486,4
487,3
488,2
489,2
490,2
491,1
492,1
493,5
494,1
495,1
496,5
497,2
498,2
499,2
500,3
501,4
502,5
503,2
504,3
505,3
506,4
507,5
508,1
509,5
510,5
511,3
512,1
513,5
514,4
515,3
516,3
517,3
518,5
519,2
520,5
521,4
522,2
523,5
524,4
525,4
526,1
527,2
528,3
529,5
530,5
531,3
532,4
533,3
534,3
535,1
536,4
537,5
538,4
539,1
540,2
541,5
542,1
543,5
544,3
545,3
546,4
547,1
548,3
549,5
550,1
551,1
552,1
553,3
554,5
555,2
556,1
557,3
558,1
559,3
560,1
561,1
562,1
563,3
564,2
565,2
566,2
567,2
568,5
569,3
570,4
571,1
572,3
573,2
574,5
575,2
576,5
577,3
578,5
579,1
580,5
581,1
582,3
583,4
584,2
585,5
586,2
587,4
588,4
589,4
590,5
591,2
592,5
593,5
594,1
595,2
596,5
597,5
598,2
599,1
600,2
601,1
602,1
603,5
604,5
605,1
606,4
607,2
608,4
609,2
610,2
611,3
612,4
613,3
614,1
615,2
616,5
617,5
618,3
619,3
620,1
621,2
622,2
623,5
624,4
625,1
626,4
627,4
628,1
629,4
630,3
631,4
632,2
633,3
634,3
635,1
636,5
637,5
638,3
639,3
640,1
641,1
642,4
643,1
644,1
645,3
646,2
647,2
648,2
649,1
650,3
651,2
652,4
653,2
654,3
655,1
656,4
657,3
658,5
659,3
660,5
661,1
662,5
663,3
664,2
665,2
666,5
667,3
668,4
669,1
670,4
671,1
672,2
673,3
674,2
675,2
676,4
677,4
678,1
679,5
680,2
681,4
682,3
683,1
684,3
685,1
686,2
687,1
688,4
689,4
690,2
691,5
692,2
693,2
694,5
695,4
696,5
697,1
698,3
699,1
700,1
701,4
702,2
703,1
704,4
705,4
706,1
707,1
708,3
709,3
710,1
711,4
712,4
713,3
714,1
715,2
716,4
717,5
718,2
719,2
720,1
721,3
722,2
723,2
724,3
725,1
726,1
727,3
728,1
729,5
730,1
731,4
732,5
733,5
734,3
735,2
736,3
737,5
738,3
739,3
740,1
741,3
742,4
743,3
744,2
745,5
746,1
747,5
748,4
749,1
750,5
751,4
752,4
753,3
754,5
755,3
756,5
757,2
758,1
759,5
760,5
761,3
762,4
763,1
764,4
765,4
766,4
767,4
768,1
769,4
770,4
771,5
772,4
773,4
774,4
775,2
776,3
777,1
778,4
779,3
780,1
781,5
782,4
783,2
784,5
785,5
786,3
787,5
788,4
789,3
790,3
791,3
792,1
793,5
794,3
795,3
796,2
797,1
798,3
799,5
800,4
801,3
802,2
803,5
804,1
805,1
806,3
807,3
808,4
809,3
810,1
811,1
812,1
813,3
814,1
815,1
816,5
817,5
818,2
819,1
820,5
821,1
822,5
823,1
824,3
825,2
826,4
827,3
828,2
829,4
830,4
831,3
832,4
833,3
834,5
835,1
836,1
837,4
838,4
839,1
840,2
841,5
842,2
843,3
844,2
845,1
846,4
847,4
848,4
849,3
850,4
851,2
852,1
853,1
854,1
855,1
856,2
857,2
858,2
859,5
860,3
861,1
862,1
863,3
864,3
865,2
866,4
867,5
868,2
869,1
870,1
871,4
872,2
873,5
874,2
875,2
876,3
877,4
878,2
879,2
880,2
881,2
882,4
883,1
884,5
885,4
886,4
887,2
888,2
889,4
890,4
891,2
892,2
893,1
894,2
895,3
896,3
897,4
898,5
899,5
900,5
901,1
902,5
903,2
904,1
905,1
906,5
907,4
908,4
909,4
910,5
911,3
912,2
913,3
914,1
915,2
916,3
917,3
918,1
919,2
920,5
921,5
922,5
923,4
924,1
925,5
926,5
927,1
928,4
929,1
930,3
931,4
932,2
933,3
934,1
935,3
936,2
937,5
938,5
939,1
940,1
941,3
942,3
943,2
944,2
945,1
946,2
947,1
948,5
949,5
950,4
951,2
952,1
953,5
954,3
955,4
956,1
957,5
958,1
959,3
960,3
961,4
962,2
963,1
964,1
965,5
966,5
967,4
968,1
969,2
970,5
971,3
972,3
973,5
974,4
975,2
976,4
977,4
978,4
979,4
980,5
981,3
982,1
983,1
984,1
985,3
986,4
987,1
988,1
989,2
990,3
991,3
992,2
993,4
994,4
995,4
996,5
997,5
998,4
999,31000,1
1001,4
1002,3
1003,5
1004,5
1005,4
1006,3
1007,2
1008,2
1009,3
1010,2
1011,3
1012,3
1013,1
1014,1
1015,4
1016,4
1017,3
1018,1
1019,3
1020,3
1021,4
1022,2
1023,2
1024,5
1025,3
1026,3
1027,1
1028,5
1029,5
1030,2
1031,2
1032,3
1033,5
1034,4
1035,5
1036,2
1037,4
1038,5
1039,2
1040,4
1041,1
1042,5
1043,3
1044,5
1045,3
1046,5
1047,2
1048,4
1049,5
1050,5
1051,5
1052,5
1053,4
1054,2
1055,1
1056,5
1057,1
1058,4
1059,4
1060,3
1061,3
1062,4
1063,4
1064,4
1065,2
1066,1
1067,5
1068,4
1069,3
1070,3
1071,3
1072,3
1073,5
1074,1
1075,2
1076,4
1077,5
1078,3
1079,2
1080,3
1081,2
1082,2
1083,5
1084,5
1085,4
1086,1
1087,4
1088,1
1089,2
1090,3
1091,5
1092,1
1093,2
1094,5
1095,5
1096,4
1097,5
1098,5
1099,4
1100,4
1101,2
1102,3
1103,1
1104,4
1105,5
1106,4
1107,4
1108,1
1109,5
1110,5
1111,1
1112,4
1113,5
1114,2
1115,4
1116,2
1117,1
1118,4
1119,1
1120,4
1121,5
1122,1
1123,4
1124,3
1125,4
1126,3
1127,5
1128,1
1129,4
1130,1
1131,1
1132,2
1133,1
1134,2
1135,2
1136,3
1137,4
1138,5
1139,3
1140,1
1141,5
1142,5
1143,1
1144,3
1145,3
1146,5
1147,2
1148,1
1149,3
1150,3
1151,5
1152,1
1153,4
1154,4
1155,3
1156,3
1157,2
1158,3
1159,3
1160,5
1161,3
1162,1
1163,3
1164,3
1165,1
1166,2
1167,4
1168,3
1169,4
1170,4
1171,4
1172,3
1173,5
1174,1
1175,5
1176,5
1177,5
1178,3
1179,5
1180,2
1181,4
1182,5
1183,4
1184,4
1185,3
1186,4
1187,5
1188,3
1189,4
1190,2
1191,1
1192,3
1193,2
1194,1
1195,2
1196,3
1197,5
1198,4
1199,2
1200,5
1201,1
1202,1
1203,2
1204,1
1205,5
1206,4
1207,5
1208,4
1209,1
1210,3
1211,3
1212,2
1213,4
1214,1
1215,2
1216,1
1217,3
1218,4
1219,3
1220,3
1221,1
1222,5
1223,1
1224,2
1225,3
1226,2
1227,4
1228,4
1229,3
1230,4
1231,4
1232,1
1233,2
1234,1
1235,3
1236,5
1237,5
1238,2
1239,1
1240,4
1241,1
1242,5
1243,3
1244,3
1245,2
1246,5
1247,3
1248,5
1249,2
1250,2
1251,2
1252,2
1253,5
1254,4
1255,5
1256,5
1257,3
1258,5
1259,1
1260,5
1261,3
1262,4
1263,4
1264,4
1265,3
1266,1
1267,5
1268,1
1269,5
1270,3
1271,5
1272,1
1273,4
1274,3
1275,5
1276,2
1277,5
1278,2
1279,2
1280,5
1281,3
1282,4
1283,2
1284,4
1285,2
1286,1
1287,1
1288,3
1289,5
1290,4
1291,2
1292,3
1293,2
1294,5
1295,2
1296,2
1297,2
1298,2
1299,4
1300,3
1301,5
1302,5
1303,1
1304,4
1305,4
1306,5
1307,1
1308,1
1309,3
1310,5
1311,2
1312,3
1313,2
1314,4
1315,2
1316,1
1317,5
1318,4
1319,2
1320,3
1321,1
1322,4
1323,1
1324,4
1325,4
1326,1
1327,3
1328,3
1329,2
1330,5
1331,3
1332,1
1333,4
1334,1
1335,3
1336,4
1337,1
1338,2
1339,1
1340,3
1341,2
1342,4
1343,2
1344,3
1345,1
1346,4
1347,1
1348,4
1349,3
1350,2
1351,2
1352,1
1353,4
1354,3
1355,5
1356,2
1357,5
1358,1
1359,2
1360,3
1361,5
1362,1
1363,5
1364,2
1365,2
1366,4
1367,5
1368,5
1369,4
1370,2
1371,5
1372,2
1373,4
1374,4
1375,2
1376,3
1377,4
1378,3
1379,2
1380,3
1381,3
1382,3
1383,3
1384,1
1385,2
1386,4
1387,5
1388,4
1389,5
1390,2
1391,3
1392,4
1393,5
1394,2
1395,5
1396,2
1397,4
1398,5
1399,5
1400,1
1401,2
1402,3
1403,1
1404,2
1405,1
1406,4
1407,1
1408,5
1409,5
1410,3
1411,2
1412,1
1413,3
1414,1
1415,4
1416,1
1417,4
1418,4
1419,2
1420,1
1421,2
1422,5
1423,1
1424,5
1425,4
1426,1
1427,4
1428,2
1429,1
1430,5
1431,4
1432,3
1433,3
1434,1
1435,3
1436,2
1437,3
1438,4
1439,4
1440,5
1441,2
1442,3
1443,5
1444,1
1445,1
1446,3
1447,4
1448,2
1449,2
1450,2
1451,4
1452,1
1453,4
1454,4
1455,1
1456,5
1457,3
1458,3
1459,5
1460,1
1461,5
1462,2
1463,1
1464,2
1465,2
1466,5
1467,3
1468,3
1469,3
1470,1
1471,4
1472,3
1473,3
1474,1
1475,1
1476,2
1477,2
1478,1
1479,5
1480,5
1481,1
1482,3
1483,2
1484,2
1485,4
1486,4
1487,3
1488,5
1489,5
1490,2
1491,2
1492,3
1493,3
1494,4
1495,1
1496,3
1497,4
1498,2
1499,4
1500,1
1501,2
1502,1
1503,5
1504,1
1505,2
1506,2
1507,4
1508,4
1509,5
1510,4
1511,2
1512,5
1513,2
1514,1
1515,2
1516,2
1517,3
1518,3
1519,4
1520,1
1521,4
1522,1
1523,1
1524,2
1525,5
1526,4
1527,3
1528,2
1529,1
1530,5
1531,5
1532,5
1533,4
1534,1
1535,4
1536,1
1537,2
1538,4
1539,2
1540,5
1541,4
1542,3
1543,4
1544,3
1545,4
1546,1
1547,4
1548,5
1549,2
1550,3
1551,2
1552,3
1553,2
1554,4
1555,2
1556,4
1557,4
1558,3
1559,3
1560,1
1561,3
1562,2
1563,3
1564,2
1565,2
1566,5
1567,4
1568,1
1569,2
1570,2
1571,3
1572,4
1573,1
1574,3
1575,5
1576,3
1577,2
1578,3
1579,5
1580,5
1581,2
1582,1
1583,5
1584,2
1585,4
1586,4
1587,4
1588,1
1589,5
1590,5
1591,1
1592,5
1593,4
1594,4
1595,4
1596,4
1597,3
1598,3
1599,1
1600,4
1601,1
1602,2
1603,2
1604,5
1605,1
1606,3
1607,4
1608,1
1609,4
1610,5
1611,4
1612,4
1613,2
1614,1
1615,2
1616,5
1617,4
1618,4
1619,3
1620,3
1621,2
1622,2
1623,1
1624,1
1625,3
1626,4
1627,5
1628,3
1629,2
1630,2
1631,3
1632,5
1633,1
1634,5
1635,3
1636,5
1637,3
1638,3
1639,5
1640,4
1641,2
1642,3
1643,1
1644,1
1645,2
1646,1
1647,3
1648,3
1649,3
1650,1
1651,2
1652,4
1653,4
1654,1
1655,4
1656,5
1657,4
1658,5
1659,4
1660,3
1661,1
1662,3
1663,3
1664,2
1665,2
1666,3
1667,2
1668,2
1669,3
1670,4
1671,3
1672,3
1673,4
1674,2
1675,2
1676,2
1677,5
1678,4
1679,5
1680,4
1681,5
1682,4
1683,2
1684,1
1685,1
1686,1
1687,2
1688,3
1689,1
1690,5
1691,2
1692,5
1693,2
1694,1
1695,5
1696,1
1697,3
1698,5
1699,2
1700,5
1701,5
1702,1
1703,2
1704,5
1705,4
1706,4
1707,3
1708,5
1709,3
1710,2
1711,2
1712,3
1713,4
1714,5
1715,3
1716,4
1717,1
1718,4
1719,1
1720,2
1721,2
1722,3
1723,3
1724,2
1725,2
1726,5
1727,5
1728,2
1729,2
1730,2
1731,5
1732,3
1733,3
1734,5
1735,5
1736,5
1737,3
1738,2
1739,1
1740,4
1741,1
1742,2
1743,1
1744,1
1745,4
1746,5
1747,3
1748,1
1749,2
1750,1
1751,4
1752,2
1753,5
1754,5
1755,3
1756,1
1757,2
1758,1
1759,4
1760,5
1761,1
1762,4
1763,2
1764,3
1765,1
1766,3
1767,1
1768,3
1769,1
1770,2
1771,1
1772,2
1773,3
1774,1
1775,5
1776,5
1777,5
1778,4
1779,2
1780,4
1781,1
1782,5
1783,2
1784,1
1785,1
1786,4
1787,1
1788,4
1789,4
1790,3
1791,1
1792,2
1793,5
1794,5
1795,3
1796,1
1797,1
1798,1
1799,5
1800,1
1801,2
1802,1
1803,1
1804,4
1805,3
1806,2
1807,5
1808,3
1809,1
1810,2
1811,3
1812,5
1813,1
1814,4
1815,3
1816,5
1817,2
1818,5
1819,1
1820,4
1821,1
1822,3
1823,5
1824,3
1825,1
1826,5
1827,4
1828,5
1829,4
1830,1
1831,4
1832,2
1833,3
1834,4
1835,4
1836,5
1837,3
1838,3
1839,5
1840,4
1841,3
1842,3
1843,5
1844,1
1845,1
1846,5
1847,4
1848,5
1849,4
1850,2
1851,4
1852,5
1853,5
1854,2
1855,5
1856,2
1857,4
1858,3
1859,5
1860,4
1861,4
1862,2
1863,3
1864,3
1865,4
1866,4
1867,3
1868,1
1869,1
1870,5
1871,1
1872,5
1873,4
1874,5
1875,5
1876,1
1877,2
1878,3
1879,4
1880,4
1881,3
1882,5
1883,2
1884,5
1885,3
1886,4
1887,2
1888,3
1889,1
1890,4
1891,1
1892,2
1893,4
1894,2
1895,4
1896,2
1897,2
1898,2
1899,5
1900,1
1901,4
1902,2
1903,3
1904,3
1905,5
1906,2
1907,1
1908,5
1909,5
1910,3
1911,5
1912,5
1913,2
1914,4
1915,5
1916,2
1917,1
1918,4
1919,3
1920,3
1921,2
1922,3
1923,3
1924,2
1925,1
1926,5
1927,5
1928,1
1929,3
1930,2
1931,3
1932,2
1933,2
1934,4
1935,5
1936,2
1937,1
1938,2
1939,1
1940,5
1941,1
1942,4
1943,5
1944,1
1945,4
1946,5
1947,5
1948,5
1949,1
1950,2
1951,2
1952,5
1953,2
1954,2
1955,4
1956,3
1957,4
1958,1
1959,1
1960,2
1961,1
1962,4
1963,1
1964,3
1965,2
1966,4
1967,4
1968,3
1969,5
1970,5
1971,5
1972,2
1973,1
1974,4
1975,3
1976,4
1977,3
1978,4
1979,4
1980,2
1981,2
1982,5
1983,4
1984,4
1985,1
1986,3
1987,2
1988,1
1989,4
1990,2
1991,4
1992,2
1993,1
1994,4
1995,4
1996,5
1997,1
1998,5
1999,4
2000,1
2001,2
2002,3
2003,3
2004,1
2005,4
2006,3
2007,2
2008,4
2009,4
2010,4
2011,1
2012,4
2013,2
2014,2
2015,5
2016,3
2017,2
2018,5
2019,5
2020,1
2021,5
2022,4
2023,2
2024,5
2025,4
2026,1
2027,4
2028,1
2029,4
2030,2
2031,1
2032,4
2033,5
2034,4
2035,2
2036,5
2037,3
2038,3
2039,5
2040,4
2041,5
2042,1
2043,5
2044,4
2045,5
2046,2
2047,5
2048,1
2049,5
2050,5
2051,1
2052,4
2053,5
2054,5
2055,3
2056,4
2057,5
2058,4
2059,5
2060,5
2061,5
2062,4
2063,5
2064,5
2065,2
2066,1
2067,1
2068,5
2069,2
2070,5
2071,4
2072,4
2073,1
2074,4
2075,1
2076,1
2077,2
2078,4
2079,1
2080,3
2081,3
2082,1
2083,1
2084,2
2085,1
2086,2
2087,3
2088,5
2089,3
2090,4
2091,5
2092,3
2093,5
2094,3
2095,2
2096,5
2097,3
2098,3
2099,3
2100,5
2101,2
2102,4
2103,5
2104,5
2105,3
2106,1
2107,1
2108,4
2109,5
2110,5
2111,4
2112,1
2113,1
2114,2
2115,2
2116,3
2117,4
2118,4
2119,1
2120,1
2121,5
2122,5
2123,5
2124,3
2125,5
2126,1
2127,3
2128,3
2129,3
2130,1
2131,2
2132,5
2133,2
2134,2
2135,2
2136,1
2137,5
2138,5
2139,2
2140,3
2141,2
2142,5
2143,3
2144,2
2145,5
2146,1
2147,5
2148,2
2149,5
2150,1
2151,2
2152,2
2153,1
2154,5
2155,4
2156,3
2157,3
2158,2
2159,4
2160,3
2161,3
2162,5
2163,2
2164,2
2165,4
2166,3
2167,1
2168,5
2169,2
2170,1
2171,1
2172,4
2173,4
2174,1
2175,3
2176,5
2177,2
2178,4
2179,1
2180,2
2181,2
2182,3
2183,4
2184,4
2185,5
2186,1
2187,5
2188,2
2189,5
2190,1
2191,5
2192,4
2193,2
2194,3
2195,3
2196,4
2197,2
2198,2
2199,4
2200,5
2201,5
2202,1
2203,4
2204,4
2205,1
2206,5
2207,4
2208,5
2209,2
2210,5
2211,4
2212,3
2213,1
2214,3
2215,5
2216,3
2217,3
2218,4
2219,3
2220,1
2221,4
2222,3
2223,4
2224,3
2225,1
2226,5
2227,1
2228,4
2229,2
2230,5
2231,2
2232,4
2233,4
2234,4
2235,2
2236,5
2237,5
2238,5
2239,1
2240,1
2241,1
2242,5
2243,1
2244,3
2245,5
2246,1
2247,5
2248,5
2249,3
2250,5
2251,1
2252,1
2253,1
2254,4
2255,4
2256,2
2257,3
2258,5
2259,2
2260,3
2261,2
2262,5
2263,3
2264,2
2265,1
2266,2
2267,1
2268,2
2269,3
2270,1
2271,1
2272,3
2273,2
2274,2
2275,3
2276,5
2277,3
2278,5
2279,3
2280,4
2281,2
2282,5
2283,2
2284,1
2285,4
2286,4
2287,4
2288,3
2289,2
2290,4
2291,4
2292,3
2293,1
2294,5
2295,1
2296,4
2297,2
2298,4
2299,5
2300,4
2301,4
2302,5
2303,1
2304,2
2305,2
2306,2
2307,1
2308,3
2309,5
2310,4
2311,2
2312,3
2313,4
2314,1
2315,2
2316,1
2317,4
2318,1
2319,5
2320,5
2321,1
2322,2
2323,2
2324,1
2325,1
