Number,Value
0,405
1,88
2,331
3,510
4,939
5,456
6,35
7,622
8,466
9,851
10,599
11,632
12,496
13,770
14,15
15,455
16,300
17,810
18,809
19,738
20,67
21,32
22,524
23,173
24,195
25,905
26,841
27,845
28,155
29,577
30,761
31,59
32,670
33,835
34,136
35,379
36,776
37,600
38,618
39,40
40,826
41,398
42,516
43,332
44,841
45,875
46,707
47,219
48,7
49,367
50,114
51,910
52,680
53,345
54,123
55,621
56,167
57,166
58,892
59,600
60,246
61,651
62,628
63,102
64,291
65,857
66,737
67,347
68,92
69,873
70,35
71,457
72,91
73,106
74,832
75,210
76,236
77,563
78,879
79,881
80,656
81,511
82,597
83,709
84,348
85,810
86,881
87,491
88,869
89,366
90,89
91,596
92,230
93,11
94,798
95,189
96,153
97,927
98,624
99,48
100,686
101,233
102,637
103,799
104,152
105,188
106,595
107,287
108,712
109,838
110,846
111,310
112,838
113,196
114,379
115,907
116,514
117,638
118,886
119,778
120,293
121,382
122,871
123,545
124,458
125,67
126,197
127,451
128,20
129,158
130,639
131,366
132,742
133,282
134,744
135,683
136,68
137,125
138,36
139,142
140,252
141,329
142,946
143,304
144,331
145,902
146,79
147,270
148,134
149,68
150,209
151,150
152,624
153,445
154,594
155,938
156,121
157,379
158,788
159,279
160,939
161,182
162,832
163,475
164,115
165,672
166,504
167,403
168,69
169,739
170,792
171,161
172,336
173,702
174,382
175,330
176,875
177,588
178,29
179,309
180,486
181,407
182,173
183,209
184,849
185,418
186,167
187,481
188,537
189,6
190,405
191,538
192,169
193,776
194,100
195,593
196,728
197,580
198,520
199,400
200,355
201,581
202,678
203,904
204,88
205,797
206,480
207,893
208,379
209,375
210,675
211,40
212,785
213,457
214,208
215,111
216,820
217,4
218,96
219,97
220,129
221,462
222,387
223,556
224,853
225,599
226,31
227,52
228,342
229,46
230,714
231,304
232,271
233,785
234,629
235,376
236,666
237,164
238,298
239,188
240,932
241,250
242,162
243,128
244,674
245,412
246,944
247,850
248,172
249,186
250,371
251,631
252,355
253,483
254,941
255,6
256,334
257,379
258,657
259,546
260,900
261,116
262,623
263,692
264,861
265,831
266,181
267,615
268,477
269,317
270,257
271,674
272,101
273,502
274,104
275,31
276,169
277,253
278,613
279,636
280,565
281,120
282,213
283,61
284,876
285,226
286,693
287,559
288,383
289,379
290,939
291,684
292,924
293,88
294,478
295,388
296,286
297,910
298,605
299,832
300,851
301,727
302,35
303,894
304,645
305,111
306,827
307,769
308,83
309,546
310,423
311,857
312,415
313,531
314,662
315,656
316,838
317,284
318,542
319,686
320,437
321,230
322,43
323,201
324,75
325,494
326,159
327,492
328,291
329,599
330,706
331,651
332,307
333,265
334,10
335,740
336,781
337,315
338,227
339,681
340,102
341,4
342,754
343,212
344,394
345,367
346,751
347,381
348,503
349,404
350,621
351,824
352,712
353,285
354,227
355,509
356,603
357,847
358,332
359,736
360,99
361,865
362,183
363,79
364,580
365,465
366,808
367,581
368,522
369,509
370,171
371,123
372,573
373,913
374,484
375,470
376,137
377,625
378,696
379,38
380,666
381,144
382,871
383,596
384,37
385,554
386,656
387,377
388,563
389,621
390,196
391,381
392,151
393,782
394,710
395,168
396,512
397,315
398,769
399,470
400,703
401,797
402,24
403,523
404,690
405,34
406,354
407,202
408,743
409,646
410,750
411,874
412,218
413,400
414,17
415,662
416,867
417,834
418,868
419,799
420,574
421,746
422,177
423,241
424,300
425,127
426,68
427,164
428,864
429,288
430,836
431,145
432,739
433,827
434,171
435,105
436,46
437,738
438,101
439,769
440,515
441,899
442,39
443,254
444,137
445,23
446,657
447,724
448,251
449,394
450,484
451,621
452,38
453,490
454,639
455,275
456,733
457,244
458,740
459,452
460,449
461,713
462,506
463,729
464,411
465,455
466,594
467,928
468,883
469,817
470,489
471,706
472,838
473,810
474,673
475,926
476,404
477,890
478,833
479,383
480,467
481,696
482,384
483,746
484,569
485,112
486,550
487,905
488,947
489,422
490,425
491,763
492,576
493,467
494,612
495,181
496,734
497,397
498,472
499,160
500,90
501,80
502,396
503,251
504,607
505,754
506,691
507,184
508,738
509,601
510,291
511,430
512,62
513,121
514,416
515,156
516,698
517,594
518,246
519,391
520,277
521,693
522,401
523,410
524,604
525,936
526,577
527,834
