Number,Value
0,4
1,3
2,15
3,17
4,12
5,9
6,12
7,2
8,4
9,12
10,16
11,11
12,17
13,15
14,14
15,4
16,7
17,11
18,9
19,12
20,1
21,4
22,17
23,8
24,16
25,4
26,1
27,9
28,17
29,15
30,10
31,13
32,1
33,9
34,11
35,4
36,7
37,5
38,14
39,11
40,10
41,4
42,14
43,17
44,1
45,9
46,11
47,9
48,16
49,5
50,6
51,16
52,2
53,7
54,6
55,1
56,17
57,14
58,10
59,8
60,7
61,6
62,13
63,17
64,14
65,3
66,11
67,3
68,13
69,8
70,9
71,8
72,13
73,8
74,7
75,16
76,15
77,4
78,5
79,11
80,10
81,3
82,1
83,16
84,2
85,3
86,10
87,15
88,13
89,7
90,5
91,9
92,8
93,5
94,6
95,8
96,12
97,8
98,13
99,7
100,7
101,12
102,9
103,8
104,4
105,11
106,5
107,10
108,7
109,6
110,7
111,9
112,16
113,4
114,2
115,4
116,1
117,16
118,10
119,6
120,3
121,11
122,2
123,4
124,15
125,14
126,3
127,8
128,4
129,11
130,15
131,12
132,7
133,8
134,8
135,1
136,5
137,4
138,4
139,17
140,5
141,13
142,7
143,6
144,6
145,15
146,8
147,9
148,10
149,6
150,6
151,5
152,14
153,9
154,11
155,12
156,13
157,5
158,8
159,11
160,10
161,16
162,15
163,7
164,10
165,1
166,15
167,17
168,5
169,8
170,7
171,8
172,13
173,15
174,5
175,9
176,3
177,13
178,7
179,11
180,9
181,1
182,13
183,1
184,6
185,6
186,15
187,10
188,14
189,16
190,5
191,17
192,6
193,7
194,1
195,5
196,4
197,1
198,13
199,4
200,12
201,1
202,1
203,2
204,3
205,8
206,2
207,10
208,2
209,5
210,12
211,9
212,8
213,1
214,7
215,14
216,4
217,17
218,10
219,4
220,9
221,4
222,5
223,17
224,7
225,14
226,13
227,15
228,10
229,15
230,5
231,3
232,8
233,16
234,9
235,8
236,16
237,8
238,7
239,5
240,16
241,3
242,10
243,2
244,3
245,16
246,15
247,2
248,4
249,7
250,14
251,7
252,15
253,5
254,1
255,4
256,13
257,15
258,2
259,10
260,16
261,4
262,7
263,4
264,6
265,14
266,11
267,12
268,14
269,17
270,12
271,12
272,10
273,1
274,12
275,14
276,6
277,13
278,16
279,12
280,8
281,14
282,7
283,16
284,3
285,6
286,7
287,2
288,11
289,8
290,3
291,11
292,13
293,5
294,2
295,7
296,2
297,14
298,1
299,17
300,8
301,2
302,9
303,16
304,10
305,8
306,15
307,12
308,3
309,16
310,9
311,4
312,17
313,10
314,11
315,2
316,10
317,12
318,1
319,2
320,5
321,15
322,17
323,4
324,13
325,17
326,7
327,9
328,2
329,4
330,8
331,13
332,10
333,13
334,2
335,4
336,15
337,5
338,15
339,15
340,2
341,8
342,17
343,6
344,3
345,16
346,17
347,14
348,2
349,4
350,5
351,3
352,12
353,6
354,11
355,12
356,4
357,11
358,9
359,1
360,9
361,6
362,11
363,12
364,13
365,11
366,15
367,3
368,1
369,16
370,1
371,16
372,4
373,4
374,3
375,14
376,10
377,7
378,13
379,7
380,1
381,6
382,15
383,17
384,13
385,14
386,8
387,1
388,5
389,3
390,16
391,5
392,6
393,17
394,7
395,11
396,1
397,9
398,5
399,14
400,3
401,4
402,5
403,11
404,3
405,7
406,3
407,8
408,12
409,17
410,15
411,7
412,9
413,11
414,14
415,11
416,12
417,8
418,13
419,8
420,12
421,8
422,6
423,3
424,17
425,17
426,17
427,16
428,2
429,6
430,5
431,14
432,16
433,2
434,13
435,9
436,2
437,8
438,1
439,10
440,17
441,7
442,7
443,15
444,5
445,15
446,12
447,3
448,11
449,4
450,14
451,17
452,13
453,9
454,9
455,3
456,11
457,14
458,6
459,1
460,16
461,2
462,7
463,17
464,5
465,1
466,12
467,7
468,5
469,13
470,8
471,17
472,17
473,12
474,3
475,6
476,7
477,17
478,14
479,11
480,2
481,1
482,2
483,1
484,9
485,1
486,2
487,6
488,12
489,6
490,16
491,9
492,2
493,16
494,6
495,6
496,2
497,4
498,9
499,17
500,3
501,5
502,14
503,2
504,14
505,5
506,16
507,15
508,11
509,9
510,14
511,16
512,7
513,4
514,14
515,12
516,7
517,16
518,13
519,11
520,10
521,6
522,16
523,5
524,8
525,13
526,8
527,16
528,8
529,15
530,16
531,12
532,4
533,1
534,14
535,2
536,17
537,5
538,8
539,2
540,7
541,10
542,13
543,10
544,4
545,10
546,1
547,1
548,4
549,13
550,5
551,6
552,8
553,16
554,8
555,11
556,17
557,2
558,6
559,10
560,12
561,3
562,15
563,14
564,12
565,14
566,13
567,13
568,15
569,7
570,10
571,12
572,10
573,15
574,3
575,9
576,13
577,9
578,14
579,10
580,14
581,11
582,8
583,1
584,2
585,15
586,14
587,7
588,9
589,17
590,8
591,13
592,14
593,11
594,9
595,6
596,17
597,16
598,17
599,9
600,11
601,6
602,16
603,3
604,14
605,16
606,11
607,2
608,16
609,7
610,10
611,13
612,6
613,8
614,1
615,2
616,15
617,9
618,3
619,11
620,7
621,17
622,14
623,13
624,10
625,4
626,9
627,5
628,4
629,13
630,7
631,13
632,13
633,12
634,16
635,4
636,4
637,16
638,16
639,3
640,8
641,13
642,3
643,9
644,1
645,6
646,3
647,13
648,8
649,5
650,1
651,3
652,4
653,14
654,13
655,9
656,5
657,5
658,14
659,1
660,7
661,7
662,13
663,9
664,4
665,2
666,1
667,1
668,2
669,11
670,9
671,4
672,16
673,3
674,9
675,10
676,12
677,3
678,10
679,3
680,16
681,4
682,17
683,4
684,6
685,1
686,4
687,10
688,8
689,5
690,7
691,16
692,12
693,17
694,8
695,9
696,8
697,14
698,1
699,11
700,12
701,16
702,14
703,14
704,7
705,13
706,17
707,5
708,5
709,4
710,12
711,1
712,12
713,10
714,8
715,12
716,6
717,10
718,4
719,3
720,9
721,8
722,16
723,2
724,13
725,4
726,8
727,14
728,10
729,4
730,10
731,8
732,4
733,9
734,13
735,11
736,17
737,17
738,15
739,7
740,8
741,2
742,3
743,3
744,14
745,11
746,2
747,16
748,3
749,3
750,2
751,11
752,16
753,6
754,10
755,3
756,12
757,5
758,7
759,17
760,10
761,16
762,16
763,3
764,6
765,2
766,16
767,2
768,9
769,12
770,9
771,1
772,3
773,14
774,16
775,16
776,1
777,2
778,7
779,15
780,8
781,4
782,17
783,12
784,17
785,9
786,3
787,17
788,3
789,4
790,7
791,1
792,10
793,8
794,12
795,16
796,8
797,9
798,17
799,8
800,16
801,8
802,9
803,14
804,15
805,2
806,11
807,12
808,6
809,1
810,6
811,9
812,2
813,11
814,13
815,10
816,7
817,17
818,1
819,7
820,10
821,16
822,9
823,9
824,7
825,10
826,16
827,9
828,14
829,9
830,10
831,11
832,2
833,16
834,11
835,17
836,6
837,1
838,6
839,16
840,16
841,13
842,15
843,4
844,11
845,17
846,5
847,17
848,17
849,14
850,3
851,17
852,13
853,12
854,16
855,17
856,13
857,9
858,16
859,10
860,1
861,14
862,13
863,11
864,11
865,11
866,15
867,4
868,15
869,8
870,5
871,11
872,17
873,10
874,17
875,13
876,12
877,5
878,13
879,1
880,8
881,5
882,14
883,15
884,8
885,3
886,17
887,4
888,8
889,10
890,1
891,13
892,7
893,11
894,14
895,5
896,13
897,5
898,15
899,15
900,12
901,8
902,9
903,17
904,9
905,8
906,5
907,2
908,9
909,10
910,6
911,8
912,4
913,13
914,11
915,11
916,13
917,11
918,8
919,5
920,7
921,1
922,1
923,11
924,8
925,17
926,2
927,14
928,15
929,11
930,11
931,16
932,6
933,14
934,4
935,5
936,1
937,14
938,2
939,14
940,10
941,9
942,14
943,3
944,1
945,6
946,1
947,2
948,17
949,3
950,17
951,14
952,7
953,1
954,7
955,1
956,3
957,5
958,2
959,10
960,11
961,16
962,4
963,7
964,14
965,6
966,7
967,8
968,2
969,10
970,14
971,12
972,11
973,15
974,15
975,15
976,8
977,3
978,6
979,8
980,17
981,12
982,16
983,17
984,2
985,17
986,15
987,5
988,16
989,17
990,12
991,13
992,1
993,9
994,3
995,10
996,12
997,2
998,5
999,71000,17
1001,13
1002,8
1003,2
1004,14
1005,7
1006,8
1007,12
1008,9
1009,6
1010,11
1011,8
1012,4
1013,12
1014,12
1015,2
1016,8
1017,15
1018,1
1019,17
1020,9
1021,12
1022,10
1023,16
1024,7
1025,15
1026,5
1027,2
1028,4
1029,6
1030,3
1031,14
1032,2
1033,17
1034,11
1035,6
1036,14
1037,17
1038,4
1039,10
1040,14
1041,7
1042,13
1043,1
1044,3
1045,5
1046,11
1047,4
1048,6
1049,10
1050,12
1051,4
1052,11
1053,11
1054,10
1055,4
1056,14
1057,4
1058,5
1059,10
1060,14
1061,2
1062,2
1063,16
1064,4
1065,4
1066,11
1067,11
1068,7
1069,12
1070,11
1071,16
1072,3
1073,15
1074,15
1075,2
1076,17
1077,11
1078,14
1079,11
1080,14
1081,10
1082,17
1083,8
1084,2
1085,4
1086,2
1087,17
1088,9
1089,8
1090,13
1091,5
1092,13
1093,9
1094,8
1095,14
1096,15
1097,6
1098,12
1099,12
1100,14
1101,8
1102,16
1103,8
1104,8
1105,2
1106,14
1107,12
1108,12
1109,10
1110,7
1111,11
1112,2
1113,1
1114,4
1115,1
1116,17
1117,7
1118,11
1119,6
1120,3
1121,8
1122,2
1123,4
1124,10
1125,2
1126,7
1127,2
1128,13
1129,14
1130,8
1131,14
1132,15
1133,1
1134,17
1135,16
1136,16
1137,3
1138,10
1139,1
1140,9
1141,15
1142,14
1143,8
1144,15
1145,17
1146,16
1147,13
1148,3
1149,4
1150,13
1151,9
1152,8
1153,2
1154,7
1155,14
1156,6
1157,14
1158,5
1159,7
1160,17
1161,15
1162,5
1163,1
1164,9
1165,1
1166,2
1167,1
1168,5
1169,15
1170,7
1171,11
1172,6
1173,6
1174,7
1175,10
1176,9
1177,12
1178,1
1179,6
1180,3
1181,7
1182,11
1183,1
1184,10
1185,8
1186,14
1187,8
1188,15
1189,15
1190,11
1191,16
1192,9
1193,9
1194,1
1195,17
1196,7
1197,4
1198,7
1199,10
1200,12
1201,12
1202,10
1203,15
1204,4
1205,16
1206,2
1207,6
1208,1
1209,9
1210,4
1211,3
1212,2
1213,9
1214,1
1215,1
1216,9
1217,6
1218,13
1219,14
1220,5
1221,7
1222,7
1223,11
1224,2
1225,16
1226,17
1227,13
1228,15
1229,17
1230,5
1231,4
1232,7
1233,11
1234,17
1235,6
1236,3
1237,16
1238,1
1239,10
1240,7
1241,7
1242,10
1243,2
1244,2
1245,16
1246,8
1247,14
1248,2
1249,1
1250,14
1251,9
1252,6
1253,5
1254,4
1255,12
1256,9
1257,5
1258,4
1259,5
1260,2
1261,5
1262,6
1263,6
1264,6
1265,9
1266,5
1267,16
1268,2
1269,1
1270,12
1271,10
1272,9
1273,10
1274,16
1275,16
1276,1
1277,8
1278,13
1279,11
1280,13
1281,16
1282,4
1283,10
1284,15
1285,13
1286,2
1287,4
1288,8
1289,7
1290,8
1291,15
1292,12
1293,8
1294,3
1295,5
1296,5
1297,5
1298,13
1299,11
1300,3
1301,7
1302,6
1303,7
1304,17
1305,4
1306,11
1307,16
1308,9
1309,4
1310,17
1311,6
1312,7
1313,12
1314,15
1315,12
1316,9
1317,4
1318,5
1319,3
1320,5
1321,7
1322,13
1323,5
1324,17
1325,2
1326,2
1327,7
1328,4
1329,12
1330,10
1331,17
1332,10
1333,2
1334,5
1335,1
1336,12
1337,14
1338,6
1339,3
1340,1
1341,6
1342,2
1343,10
1344,1
1345,3
1346,14
1347,12
1348,1
1349,11
1350,17
1351,16
1352,3
1353,11
1354,1
1355,2
1356,12
1357,2
1358,7
1359,5
1360,16
1361,3
1362,12
1363,1
1364,6
1365,14
1366,12
1367,10
1368,16
1369,9
1370,3
1371,12
1372,12
1373,5
1374,2
1375,4
1376,4
1377,6
1378,8
1379,6
1380,17
1381,7
1382,3
1383,8
1384,4
1385,8
1386,1
1387,6
1388,14
1389,12
1390,11
1391,6
1392,2
1393,5
1394,7
1395,14
1396,9
1397,17
1398,17
1399,7
1400,16
1401,16
1402,10
1403,8
1404,7
1405,15
1406,16
1407,17
1408,10
1409,11
1410,17
1411,9
1412,1
1413,8
1414,9
1415,15
1416,15
1417,10
1418,15
1419,4
1420,15
1421,1
1422,11
1423,9
1424,6
1425,11
1426,2
1427,12
1428,16
1429,12
1430,15
1431,12
1432,8
1433,9
1434,12
1435,5
1436,2
1437,15
1438,15
1439,17
1440,14
1441,12
1442,12
1443,8
1444,12
1445,13
1446,12
1447,3
1448,14
1449,8
1450,7
1451,16
1452,9
1453,14
1454,7
1455,14
1456,1
1457,7
1458,11
1459,17
1460,2
1461,11
1462,10
1463,16
1464,9
1465,13
1466,3
1467,14
1468,16
1469,16
1470,3
1471,12
1472,6
1473,13
1474,13
1475,14
1476,16
1477,11
1478,2
1479,1
1480,7
1481,9
1482,8
1483,10
1484,15
1485,4
1486,11
1487,4
1488,5
1489,17
1490,1
1491,2
1492,17
1493,12
1494,14
1495,12
1496,10
1497,17
1498,7
1499,12
1500,7
1501,4
1502,13
1503,13
1504,8
1505,2
1506,11
1507,15
1508,12
1509,9
1510,5
1511,4
1512,16
1513,10
1514,1
1515,17
1516,7
1517,17
1518,10
1519,7
1520,16
1521,11
1522,10
1523,12
1524,4
1525,8
1526,4
1527,16
1528,9
1529,15
1530,6
1531,11
1532,17
1533,2
1534,14
1535,3
1536,11
1537,7
1538,8
1539,4
1540,9
1541,8
1542,14
1543,6
1544,6
1545,5
1546,15
1547,9
1548,4
1549,12
1550,10
1551,17
1552,6
1553,9
1554,9
1555,7
1556,14
1557,10
1558,15
1559,3
1560,9
1561,2
1562,9
1563,12
1564,12
1565,17
1566,7
1567,5
1568,3
1569,7
1570,9
1571,9
1572,3
1573,6
1574,4
1575,16
1576,2
1577,2
1578,5
1579,16
1580,6
1581,8
1582,3
1583,15
1584,9
1585,11
1586,4
1587,17
1588,15
1589,4
1590,13
1591,16
1592,15
1593,8
1594,2
1595,14
1596,7
1597,6
1598,10
1599,1
1600,15
1601,1
1602,16
1603,10
1604,6
1605,3
1606,16
1607,9
1608,11
1609,2
1610,15
1611,6
1612,14
1613,16
1614,2
1615,12
1616,13
1617,11
1618,7
1619,7
1620,13
1621,10
1622,3
1623,2
1624,13
1625,16
1626,8
1627,7
1628,3
1629,10
1630,17
1631,4
1632,11
1633,7
1634,14
1635,14
1636,17
1637,14
1638,10
1639,15
1640,6
1641,10
1642,17
1643,8
1644,12
1645,9
1646,4
1647,4
1648,13
1649,7
1650,17
1651,6
1652,13
1653,10
1654,11
1655,4
1656,13
1657,12
1658,12
1659,15
1660,10
1661,1
1662,7
1663,9
1664,17
1665,1
1666,17
1667,3
1668,7
1669,9
1670,7
1671,17
1672,13
1673,3
1674,13
1675,6
1676,4
1677,12
1678,8
1679,12
1680,7
1681,7
1682,5
1683,1
1684,14
1685,1
1686,3
1687,7
1688,12
1689,2
1690,10
1691,16
1692,9
1693,2
1694,3
1695,6
1696,8
1697,8
1698,11
1699,7
1700,4
1701,2
1702,10
1703,2
1704,11
1705,16
1706,12
1707,14
1708,3
1709,17
1710,11
1711,15
1712,9
1713,4
1714,11
1715,7
1716,17
1717,6
1718,3
1719,14
1720,1
1721,2
1722,7
1723,9
1724,15
1725,13
1726,4
1727,15
1728,1
1729,1
1730,8
1731,2
1732,14
1733,7
1734,1
1735,11
1736,9
1737,6
1738,5
1739,14
1740,5
1741,17
1742,10
1743,3
1744,3
1745,2
1746,14
1747,14
1748,8
1749,9
1750,1
1751,2
1752,3
1753,4
1754,11
1755,3
1756,1
1757,6
1758,11
1759,4
1760,13
1761,7
1762,2
1763,8
1764,4
1765,16
1766,9
1767,14
1768,1
1769,10
1770,8
1771,16
1772,6
1773,13
1774,4
1775,1
1776,10
1777,15
1778,12
1779,11
1780,13
1781,13
1782,9
1783,14
1784,9
1785,13
1786,16
1787,6
1788,3
1789,2
1790,14
1791,17
1792,3
1793,16
1794,16
1795,17
1796,9
1797,12
1798,11
1799,7
1800,11
1801,10
1802,1
1803,9
1804,14
1805,6
1806,13
1807,13
1808,13
1809,1
1810,8
1811,12
1812,16
1813,6
1814,16
1815,10
1816,14
1817,17
1818,3
1819,17
1820,5
1821,14
1822,7
1823,14
1824,2
1825,8
1826,9
1827,8
1828,15
1829,6
1830,6
1831,3
1832,16
1833,7
1834,8
1835,12
1836,15
1837,7
1838,10
1839,6
1840,4
1841,5
1842,3
1843,10
1844,7
1845,6
1846,9
1847,4
1848,5
1849,9
1850,5
1851,15
1852,7
1853,10
1854,4
1855,7
1856,14
1857,11
1858,8
1859,4
1860,4
1861,3
1862,11
1863,6
1864,14
1865,10
1866,6
1867,9
1868,6
1869,15
1870,13
1871,13
1872,4
1873,12
1874,5
1875,1
1876,6
1877,12
1878,14
1879,3
1880,4
1881,3
1882,3
1883,16
1884,9
1885,1
1886,16
1887,6
1888,13
1889,10
1890,7
1891,6
1892,6
1893,6
1894,13
1895,1
1896,16
1897,16
1898,1
1899,13
1900,9
1901,6
1902,3
1903,8
1904,6
1905,14
1906,1
1907,10
1908,10
1909,4
1910,6
1911,10
1912,13
1913,14
1914,4
1915,10
1916,9
1917,12
1918,13
1919,13
1920,17
1921,5
1922,17
1923,4
1924,11
1925,17
1926,14
1927,4
1928,10
1929,3
1930,3
1931,10
1932,9
1933,8
1934,4
1935,3
1936,2
1937,10
1938,14
1939,4
1940,6
1941,5
1942,9
1943,17
1944,1
1945,11
1946,7
1947,3
1948,7
1949,12
1950,12
1951,7
1952,5
1953,1
1954,2
1955,8
1956,3
1957,7
1958,7
1959,3
1960,2
1961,8
1962,9
1963,4
1964,11
1965,6
1966,2
1967,6
1968,2
1969,15
1970,17
1971,10
1972,4
1973,5
1974,9
1975,12
1976,7
1977,6
1978,17
1979,9
1980,14
1981,12
1982,7
1983,11
1984,16
1985,12
1986,4
1987,13
1988,5
1989,16
1990,11
1991,2
1992,17
1993,3
1994,3
1995,16
1996,9
1997,3
1998,7
1999,3
2000,10
2001,11
2002,3
2003,13
2004,8
2005,16
2006,14
2007,12
2008,12
2009,7
2010,7
2011,10
2012,17
2013,2
2014,8
2015,1
2016,3
2017,13
2018,12
2019,10
2020,9
2021,3
2022,15
2023,1
2024,10
2025,13
2026,4
2027,14
2028,12
2029,3
2030,17
2031,1
2032,15
2033,17
2034,3
2035,16
2036,3
2037,4
2038,7
2039,15
2040,1
2041,8
2042,11
2043,10
2044,12
2045,5
2046,14
2047,2
2048,6
2049,7
2050,6
2051,2
2052,5
2053,11
2054,11
2055,14
2056,5
2057,5
2058,1
2059,4
2060,7
2061,17
2062,4
2063,6
2064,7
2065,11
2066,6
2067,6
2068,10
2069,2
2070,10
2071,8
2072,10
2073,1
2074,13
2075,2
2076,11
2077,7
2078,6
2079,2
2080,10
2081,7
2082,9
2083,13
2084,8
2085,4
2086,2
2087,5
2088,4
2089,5
2090,15
2091,14
2092,16
2093,1
2094,13
2095,10
2096,13
2097,2
2098,4
2099,7
2100,4
2101,8
2102,7
2103,6
2104,11
2105,2
2106,15
2107,1
2108,15
2109,15
2110,17
2111,15
2112,17
2113,12
2114,13
2115,10
2116,13
2117,8
2118,2
2119,2
2120,9
2121,3
2122,8
2123,6
2124,10
2125,17
2126,8
2127,12
2128,8
2129,12
2130,9
2131,7
2132,3
2133,12
2134,4
2135,17
2136,11
2137,4
2138,6
2139,2
2140,3
2141,12
2142,14
2143,12
2144,11
2145,6
2146,16
2147,11
2148,15
2149,8
2150,7
2151,14
2152,2
2153,10
2154,6
2155,15
2156,15
2157,17
2158,6
2159,10
2160,8
2161,3
2162,15
2163,1
2164,17
2165,3
2166,17
2167,3
2168,2
2169,6
2170,6
2171,12
2172,11
2173,7
2174,12
2175,1
2176,9
2177,3
2178,14
2179,17
2180,9
2181,10
2182,5
2183,11
2184,6
2185,15
2186,17
2187,11
2188,6
2189,4
2190,15
2191,13
2192,13
2193,7
2194,9
2195,7
2196,17
2197,15
2198,4
2199,4
2200,17
2201,2
2202,14
2203,15
2204,11
2205,17
2206,17
2207,2
2208,16
2209,1
2210,16
2211,8
2212,17
2213,7
2214,10
2215,8
2216,16
2217,4
2218,14
2219,11
2220,8
2221,6
2222,17
2223,9
2224,3
2225,14
2226,6
2227,14
2228,17
2229,16
2230,6
2231,6
2232,4
2233,4
2234,10
2235,5
2236,9
2237,11
2238,4
2239,3
2240,16
2241,5
2242,15
2243,9
2244,1
2245,4
2246,14
2247,11
2248,15
2249,8
2250,12
2251,14
2252,13
2253,6
2254,5
2255,6
2256,8
2257,10
2258,6
2259,4
2260,2
2261,7
2262,10
2263,14
2264,15
2265,2
2266,17
2267,9
2268,13
2269,14
2270,13
2271,11
2272,8
2273,7
2274,15
2275,6
2276,5
2277,11
2278,7
2279,2
2280,3
2281,10
2282,17
2283,11
2284,16
2285,10
2286,9
2287,3
2288,2
2289,7
2290,14
2291,9
2292,12
2293,13
2294,7
2295,16
2296,1
2297,16
2298,13
2299,6
2300,7
2301,12
2302,12
2303,8
2304,16
2305,15
2306,8
2307,8
2308,11
2309,4
2310,5
2311,16
2312,12
2313,14
2314,4
2315,2
2316,1
2317,14
2318,2
2319,14
2320,11
2321,1
2322,3
2323,4
2324,2
2325,15
