Number,Value
0,9
1,13
2,7
3,5
4,14
5,12
6,11
7,10
8,8
9,2
10,4
11,2
12,7
13,13
14,1
15,8
16,6
17,13
18,14
19,1
20,8
21,9
22,1
23,9
24,14
25,16
26,12
27,15
28,4
29,10
30,3
31,12
32,6
33,5
34,14
35,11
36,1
37,14
38,2
39,12
40,5
41,7
42,12
43,9
44,14
45,15
46,9
47,5
48,7
49,5
50,11
51,1
52,3
53,2
54,14
55,14
56,6
57,11
58,12
59,2
60,15
61,9
62,7
63,3
64,6
65,1
66,1
67,12
68,15
69,7
70,10
71,7
72,17
73,15
74,15
75,2
76,8
77,15
78,8
79,5
80,2
81,14
82,12
83,8
84,1
85,2
86,15
87,6
88,12
89,13
90,3
91,17
92,8
93,9
94,17
95,10
96,9
97,13
98,15
99,3
100,8
101,13
102,5
103,11
104,6
105,7
106,10
107,17
108,17
109,3
110,6
111,4
112,14
113,4
114,14
115,10
116,4
117,3
118,6
119,5
120,1
121,3
122,1
123,12
124,9
125,5
126,13
127,7
128,14
129,3
130,9
131,6
132,1
133,8
134,4
135,4
136,15
137,10
138,11
139,15
140,17
141,7
142,13
143,13
144,11
145,16
146,2
147,10
148,8
149,8
150,11
151,7
152,9
153,3
154,2
155,4
156,16
157,14
158,1
159,3
160,1
161,16
162,10
163,7
164,2
165,11
166,16
167,16
168,16
169,17
170,11
171,4
172,1
173,11
174,5
175,1
176,7
177,2
178,7
179,11
180,11
181,16
182,8
183,13
184,16
185,3
186,16
187,16
188,11
189,7
190,3
191,11
192,7
193,14
194,14
195,10
196,15
197,16
198,15
199,4
200,13
201,16
202,12
203,6
204,17
205,12
206,1
207,4
208,13
209,15
210,11
211,16
212,9
213,12
214,17
215,1
216,4
217,17
218,8
219,6
220,15
221,14
222,2
223,17
224,1
225,17
226,1
227,6
228,10
229,6
230,9
231,13
232,12
233,8
234,7
235,9
236,15
237,10
238,17
239,14
240,1
241,13
242,8
243,17
244,7
245,13
246,11
247,11
248,9
249,11
250,4
251,7
252,7
253,3
254,10
255,5
256,2
257,13
258,11
259,11
260,2
261,14
262,10
263,8
264,16
265,13
266,11
267,16
268,6
269,13
270,1
271,7
272,5
273,2
274,8
275,11
276,3
277,2
278,8
279,13
280,11
281,9
282,16
283,14
284,13
285,9
286,4
287,16
288,9
289,9
290,5
291,13
292,11
293,12
294,9
295,8
296,4
297,8
298,3
299,6
300,11
301,6
302,4
303,13
304,6
305,8
306,14
307,14
308,3
309,8
310,5
311,7
312,11
313,17
314,3
315,8
316,4
317,8
318,1
319,17
320,1
321,11
322,4
323,4
324,11
325,3
326,14
327,7
328,15
329,12
330,5
331,15
332,17
333,10
334,13
335,6
336,16
337,11
338,17
339,13
340,2
341,10
342,12
343,10
344,3
345,11
346,6
347,2
348,5
349,8
350,13
351,4
352,1
353,5
354,8
355,11
356,7
357,17
358,7
359,13
360,9
361,10
362,2
363,1
364,8
365,7
366,4
367,9
368,17
369,1
370,17
371,13
372,2
373,11
374,11
375,7
376,17
377,2
378,2
379,2
380,4
381,12
382,7
383,13
384,16
385,5
386,13
387,15
388,2
389,11
390,13
391,14
392,16
393,6
394,7
395,13
396,2
397,16
398,10
399,15
400,1
401,8
402,7
403,14
404,4
405,8
406,9
407,9
408,15
409,17
410,4
411,1
412,5
413,8
414,7
415,14
416,1
417,2
418,4
419,6
420,9
421,9
422,16
423,16
424,12
425,1
426,9
427,13
428,7
429,1
430,6
431,10
432,11
433,3
434,16
435,8
436,2
437,6
438,7
439,5
440,17
441,13
442,15
443,1
444,13
445,7
446,9
447,14
448,3
449,15
450,17
451,2
452,15
453,14
454,9
455,12
456,11
457,16
458,12
459,13
460,14
461,1
462,12
463,4
464,8
465,10
466,5
467,7
468,3
469,12
470,7
471,9
472,11
473,10
474,5
475,8
476,7
477,4
478,5
479,5
480,11
481,15
482,12
483,14
484,2
485,5
486,11
487,10
488,3
489,10
490,15
491,15
492,10
493,11
494,6
495,4
496,13
497,9
498,12
499,17
500,8
501,10
502,15
503,9
504,8
505,8
506,15
507,9
508,6
509,10
510,2
511,4
512,7
513,4
514,12
515,1
516,12
517,11
518,17
519,10
520,11
521,11
522,5
523,11
524,10
525,14
526,7
527,1
528,5
529,10
530,2
531,7
532,3
533,7
534,9
535,8
536,10
537,1
538,10
539,14
540,15
541,11
542,17
543,4
544,6
545,3
546,5
547,17
548,13
549,3
550,13
551,11
552,10
553,15
554,4
555,13
556,16
557,13
558,3
559,3
560,1
561,3
562,16
563,3
564,15
565,1
566,1
567,1
568,5
569,8
570,9
571,14
572,8
573,9
574,2
575,12
576,13
577,14
578,13
579,12
580,17
581,2
582,15
583,7
584,7
585,1
586,16
587,17
588,4
589,6
590,14
591,2
592,2
593,8
594,1
595,10
596,6
597,13
598,10
599,14
600,2
601,17
602,10
603,9
604,16
605,2
606,11
607,1
608,14
609,1
610,16
611,9
612,11
613,14
614,12
615,4
616,4
617,11
618,5
619,1
620,17
621,11
622,2
623,16
624,4
625,4
626,3
627,10
628,1
629,14
630,17
631,7
632,12
633,17
634,11
635,16
636,14
637,2
638,11
639,5
640,16
641,6
642,10
643,11
644,16
645,2
646,17
647,3
648,12
649,15
650,4
651,5
652,17
653,16
654,8
655,9
656,1
657,14
658,5
659,12
660,3
661,6
662,15
663,6
664,17
665,16
666,1
667,15
668,9
669,2
670,8
671,13
672,10
673,16
674,6
675,15
676,4
677,8
678,8
679,6
680,5
681,8
682,3
683,4
684,13
685,9
686,11
687,17
688,16
689,10
690,15
691,11
692,2
693,11
694,12
695,8
696,14
697,5
698,2
699,5
700,1
701,11
702,7
703,8
704,11
705,1
706,7
707,11
708,17
709,2
710,12
711,16
712,7
713,4
714,10
715,2
716,4
717,17
718,2
719,2
720,5
721,6
722,11
723,16
724,3
725,12
726,17
727,4
728,2
729,8
730,2
731,12
732,6
733,8
734,11
735,17
736,1
737,6
738,17
739,2
740,16
741,2
742,16
743,16
744,15
745,3
746,12
747,9
748,5
749,8
750,15
751,7
752,11
753,6
754,16
755,11
756,16
757,1
758,5
759,11
760,6
761,13
762,1
763,13
764,15
765,11
766,1
767,16
768,12
769,3
770,14
771,15
772,7
773,2
774,5
775,13
776,11
777,6
778,15
779,16
780,1
781,3
782,2
783,11
784,6
785,13
786,4
787,10
788,12
789,8
790,8
791,11
792,15
793,16
794,12
795,4
796,10
797,1
798,1
799,7
800,10
801,2
802,10
803,1
804,7
805,6
806,6
807,11
808,5
809,7
810,9
811,3
812,2
813,5
814,5
815,2
816,6
817,3
818,17
819,3
820,10
821,15
822,6
823,1
824,3
825,4
826,16
827,14
828,11
829,3
830,4
831,10
832,16
833,5
834,15
835,7
836,16
837,8
838,2
839,2
840,5
841,13
842,15
843,10
844,10
845,8
846,16
847,13
848,5
849,8
850,11
851,16
852,2
853,11
854,2
855,3
856,11
857,14
858,13
859,8
860,1
861,10
862,17
863,2
864,5
865,1
866,16
867,14
868,1
869,11
870,16
871,14
872,2
873,11
874,12
875,12
876,4
877,3
878,6
879,1
880,14
881,2
882,2
883,8
884,2
885,11
886,7
887,16
888,9
889,5
890,15
891,9
892,5
893,3
894,17
895,15
896,10
897,5
898,13
899,17
900,13
901,3
902,15
903,5
904,15
905,12
906,6
907,17
908,15
909,3
910,3
911,3
912,13
913,16
914,16
915,11
916,4
917,17
918,11
919,16
920,15
921,8
922,11
923,2
924,2
925,16
926,15
927,12
928,4
929,15
930,8
931,11
932,3
933,11
934,17
935,11
936,6
937,12
938,13
939,11
940,3
941,9
942,14
943,9
944,11
945,15
946,1
947,10
948,7
949,11
950,17
951,13
952,11
953,10
954,12
955,10
956,3
957,10
958,2
959,6
960,10
961,3
962,2
963,5
964,14
965,13
966,7
967,6
968,8
969,11
970,6
971,5
972,17
973,14
974,10
975,14
976,9
977,13
978,12
979,6
980,6
981,15
982,7
983,1
984,5
985,1
986,4
987,16
988,14
989,13
990,1
991,13
992,7
993,16
994,9
995,14
996,17
997,4
998,2
999,91000,14
1001,6
1002,16
1003,5
1004,13
1005,8
1006,12
1007,15
1008,13
1009,1
1010,15
1011,8
1012,13
1013,17
1014,15
1015,8
1016,6
1017,13
1018,6
1019,11
1020,4
1021,6
1022,14
1023,16
1024,15
1025,4
1026,10
1027,2
1028,9
1029,1
1030,11
1031,4
1032,12
1033,17
1034,1
1035,7
1036,15
1037,5
1038,4
1039,2
1040,7
1041,17
1042,17
1043,6
1044,8
1045,5
1046,5
1047,13
1048,11
1049,7
1050,4
1051,10
1052,5
1053,12
1054,11
1055,4
1056,11
1057,8
1058,12
1059,10
1060,16
1061,13
1062,9
1063,13
1064,4
1065,13
1066,5
1067,12
1068,2
1069,2
1070,4
1071,2
1072,11
1073,17
1074,16
1075,8
1076,6
1077,12
1078,16
1079,12
1080,14
1081,17
1082,8
1083,16
1084,14
1085,12
1086,1
1087,12
1088,6
1089,5
1090,8
1091,10
1092,5
1093,14
1094,17
1095,5
1096,9
1097,13
1098,6
1099,11
1100,12
1101,13
1102,5
1103,8
1104,6
1105,12
1106,14
1107,8
1108,10
1109,16
1110,3
1111,2
1112,14
1113,9
1114,17
1115,15
1116,11
1117,7
1118,1
1119,14
1120,12
1121,10
1122,3
1123,5
1124,16
1125,4
1126,4
1127,17
1128,14
1129,3
1130,6
1131,1
1132,17
1133,11
1134,16
1135,6
1136,5
1137,17
1138,10
1139,1
1140,5
1141,9
1142,14
1143,6
1144,1
1145,10
1146,9
1147,5
1148,12
1149,2
1150,5
1151,4
1152,5
1153,13
1154,16
1155,12
1156,3
1157,6
1158,13
1159,2
1160,6
1161,10
1162,11
1163,6
1164,13
1165,5
1166,10
1167,5
1168,16
1169,11
1170,17
1171,11
1172,6
1173,3
1174,9
1175,17
1176,10
1177,6
1178,8
1179,4
1180,7
1181,3
1182,14
1183,11
1184,7
1185,2
1186,2
1187,6
1188,2
1189,17
1190,2
1191,17
1192,3
1193,1
1194,5
1195,4
1196,17
1197,7
1198,17
1199,9
1200,12
1201,17
1202,7
1203,17
1204,3
1205,11
1206,4
1207,11
1208,6
1209,5
1210,12
1211,8
1212,14
1213,7
1214,2
1215,11
1216,17
1217,2
1218,9
1219,1
1220,4
1221,6
1222,5
1223,7
1224,3
1225,13
1226,11
1227,1
1228,13
1229,15
1230,15
1231,16
1232,13
1233,8
1234,7
1235,1
1236,10
1237,9
1238,4
1239,7
1240,4
1241,12
1242,16
1243,16
1244,9
1245,15
1246,9
1247,13
1248,14
1249,5
1250,10
1251,11
1252,6
1253,9
1254,11
1255,12
1256,17
1257,3
1258,6
1259,6
1260,16
1261,3
1262,12
1263,4
1264,12
1265,7
1266,11
1267,6
1268,15
1269,11
1270,7
1271,3
1272,13
1273,14
1274,5
1275,5
1276,6
1277,11
1278,6
1279,16
1280,3
1281,6
1282,17
1283,10
1284,17
1285,10
1286,11
1287,17
1288,5
1289,4
1290,6
1291,6
1292,10
1293,1
1294,8
1295,10
1296,3
1297,15
1298,11
1299,14
1300,15
1301,6
1302,3
1303,11
1304,17
1305,2
1306,15
1307,17
1308,12
1309,1
1310,12
1311,12
1312,5
1313,9
1314,6
1315,11
1316,2
1317,12
1318,14
1319,9
1320,4
1321,4
1322,10
1323,3
1324,16
1325,13
1326,11
1327,11
1328,11
1329,14
1330,4
1331,4
1332,16
1333,17
1334,1
1335,1
1336,2
1337,6
1338,8
1339,2
1340,5
1341,7
1342,1
1343,3
1344,7
1345,15
1346,5
1347,14
1348,5
1349,6
1350,11
1351,9
1352,4
1353,10
1354,15
1355,14
1356,17
1357,1
1358,4
1359,15
1360,9
1361,3
1362,9
1363,15
1364,13
1365,2
1366,6
1367,6
1368,7
1369,15
1370,1
1371,5
