Number,Value
0,8
1,15
2,3
3,2
4,3
5,9
6,1
7,16
8,10
9,2
10,16
11,8
12,11
13,14
14,15
15,2
16,11
17,12
18,8
19,7
20,5
21,9
22,11
23,10
24,16
25,5
26,16
27,8
28,8
29,16
30,7
31,7
32,9
33,12
34,16
35,3
36,6
37,13
38,10
39,14
40,6
41,15
42,6
43,9
44,10
45,14
46,15
47,13
48,14
49,14
50,9
51,10
52,7
53,2
54,4
55,16
56,10
57,1
58,7
59,8
60,4
61,15
62,10
63,14
64,9
65,16
66,9
67,3
68,16
69,7
70,5
71,15
72,3
73,4
74,1
75,8
76,7
77,1
78,9
79,6
80,10
81,10
82,15
83,9
84,13
85,7
86,2
87,10
88,5
89,3
90,10
91,14
92,13
93,1
94,6
95,16
96,15
97,7
98,3
99,1
100,10
101,10
102,16
103,10
104,10
105,14
106,4
107,2
108,4
109,4
110,5
111,14
112,7
113,13
114,2
115,16
116,1
117,6
118,3
119,2
120,11
121,6
122,7
123,5
124,13
125,5
126,9
127,7
128,4
129,8
130,7
131,16
132,5
133,5
134,15
135,2
136,11
137,1
138,3
139,12
140,2
141,2
142,14
143,12
144,2
145,12
146,7
147,11
148,14
149,3
150,5
151,8
152,14
153,1
154,16
155,15
156,1
157,9
158,3
159,10
160,3
161,10
162,7
163,1
164,12
165,1
166,13
167,16
168,5
169,6
170,16
171,4
172,15
173,3
174,16
175,16
176,15
177,10
178,5
179,15
180,15
181,14
182,7
183,10
184,12
185,7
186,16
187,11
188,3
189,9
190,12
191,8
192,15
193,11
194,4
195,14
196,15
197,6
198,9
199,11
200,5
201,6
202,1
203,2
204,2
205,7
206,14
207,15
208,7
209,4
210,6
211,7
212,5
213,13
214,12
215,4
216,11
217,3
218,6
219,15
220,4
221,7
222,16
223,11
224,1
225,1
226,3
227,11
228,16
229,14
230,14
231,3
232,4
233,7
234,15
235,16
236,3
237,15
238,9
239,12
240,1
241,8
242,11
243,9
244,4
245,6
246,3
247,14
248,4
249,8
250,12
251,14
252,15
253,6
254,1
255,16
256,14
257,7
258,10
259,16
260,10
261,10
262,11
263,9
264,14
265,13
266,8
267,16
268,5
269,9
270,2
271,7
272,16
273,2
274,7
275,9
276,5
277,9
278,10
279,5
280,7
281,14
282,12
283,2
284,7
285,12
286,14
287,16
288,7
289,12
290,15
291,2
292,15
293,8
294,5
295,12
296,8
297,13
298,15
299,3
300,15
301,3
302,14
303,14
304,13
305,2
306,11
307,5
308,5
309,12
310,1
311,14
312,12
313,4
314,1
315,7
316,10
317,7
318,6
319,8
320,7
321,7
322,11
323,16
324,10
325,13
326,12
327,7
328,1
329,7
330,7
331,1
332,16
333,9
334,1
335,7
336,10
337,12
338,9
339,10
340,7
341,5
342,4
343,4
344,8
345,11
346,12
347,8
348,4
349,5
350,1
351,9
352,7
353,2
354,16
355,5
356,11
357,12
358,7
359,15
360,3
361,3
362,1
363,12
364,15
365,14
366,3
367,10
368,16
369,1
370,2
371,3
372,13
373,12
374,6
375,8
376,15
377,4
378,9
379,9
380,5
381,6
382,10
383,1
384,5
385,13
386,5
387,8
388,15
389,7
390,2
391,4
392,16
393,10
394,5
395,13
396,6
397,15
398,12
399,2
400,5
401,5
402,7
403,16
404,9
405,16
406,14
407,16
408,16
409,9
410,14
411,16
412,16
413,6
414,2
415,3
416,15
417,1
418,7
419,11
420,9
421,6
422,9
423,6
424,14
425,6
426,3
427,12
428,8
429,12
430,6
431,1
432,14
433,7
434,5
435,16
436,14
437,6
438,7
439,7
440,8
441,4
442,11
443,1
444,9
445,5
446,8
447,9
448,12
449,13
450,4
451,5
452,14
453,7
454,7
455,10
456,10
457,12
458,16
459,12
460,2
461,12
462,10
463,9
464,6
465,4
466,11
467,3
468,3
469,11
470,7
471,4
472,14
473,9
474,15
475,12
476,4
477,16
478,13
479,6
480,14
481,1
482,1
483,5
484,1
485,2
486,16
487,8
488,12
489,2
490,4
491,1
492,13
493,3
494,1
495,13
496,1
497,6
498,7
499,3
500,3
501,16
502,13
503,7
504,13
505,4
506,6
507,11
508,5
509,12
510,14
511,6
512,11
513,7
514,15
515,16
516,16
517,15
518,14
519,2
520,2
521,11
522,5
523,5
524,1
525,12
526,7
527,12
528,11
529,5
530,13
531,7
532,11
533,9
534,5
535,10
536,7
537,5
538,14
539,9
540,15
541,4
542,10
543,15
544,2
545,2
546,2
547,3
548,10
549,9
550,11
551,1
552,10
553,12
554,14
555,6
556,5
557,6
558,4
559,8
560,2
561,11
562,6
563,2
564,2
565,13
566,10
567,4
568,6
569,15
570,11
571,3
572,9
573,3
574,5
575,11
576,3
577,16
578,8
579,13
580,8
581,15
582,14
583,7
584,15
585,11
586,16
587,6
588,4
589,8
590,12
591,6
592,2
593,5
594,1
595,12
596,11
597,6
598,9
599,12
600,3
601,2
602,14
603,11
604,1
605,10
606,12
607,10
608,15
609,16
610,13
611,12
612,7
613,15
614,6
615,7
616,11
617,12
618,16
619,3
620,3
621,13
622,2
623,3
624,16
625,14
626,12
627,16
628,4
629,13
630,7
631,15
632,1
633,2
634,2
635,8
636,11
637,1
638,15
639,12
640,12
641,4
642,1
643,16
644,4
645,3
646,2
647,15
648,10
649,15
650,5
651,9
652,9
653,7
654,9
655,14
656,12
657,9
658,3
659,16
660,1
661,15
662,8
663,3
664,16
665,12
666,12
667,8
668,14
669,3
670,16
671,5
672,8
673,1
674,4
675,6
676,2
677,14
678,16
679,5
680,3
681,12
682,16
683,4
684,8
685,9
686,16
687,2
688,14
689,12
690,2
691,13
692,8
693,9
694,1
695,10
696,11
697,12
698,4
699,3
700,3
701,7
702,13
703,3
704,11
705,1
706,1
707,4
708,8
709,8
710,6
711,2
712,7
713,5
714,16
715,13
716,16
717,11
718,15
719,11
720,9
721,7
722,12
723,15
724,2
725,3
726,16
727,6
728,2
729,1
730,8
731,13
732,1
733,4
734,15
735,14
736,1
737,8
738,9
739,5
740,4
741,14
742,14
743,16
744,1
745,6
746,1
747,16
748,1
749,6
750,12
751,5
752,9
753,14
754,5
755,15
756,10
757,9
758,12
759,16
760,9
761,5
762,13
763,4
764,9
765,5
766,7
767,8
768,13
769,10
770,12
771,10
772,15
773,7
774,3
775,13
776,15
777,1
778,5
779,7
780,5
781,3
782,6
783,2
784,14
785,16
786,15
787,5
788,7
789,7
790,13
791,4
792,14
793,11
794,12
795,4
796,10
797,1
798,8
799,9
800,15
801,8
802,3
803,4
804,10
805,15
806,5
807,16
808,9
809,2
810,5
811,5
812,9
813,2
814,14
815,12
816,10
817,16
818,4
819,3
820,5
821,3
822,12
823,15
824,6
825,10
826,14
827,4
828,11
829,6
830,10
831,5
832,3
833,6
834,10
835,9
836,6
837,12
838,3
839,10
840,12
841,8
842,14
843,3
844,9
845,10
846,3
847,13
848,2
849,10
850,12
851,12
852,13
853,11
854,15
855,3
856,12
857,12
858,7
859,1
860,9
861,13
862,15
863,3
864,12
865,9
866,9
867,12
868,4
869,1
870,2
871,4
872,14
873,13
874,14
875,4
876,15
877,10
878,11
879,3
880,9
881,15
882,10
883,1
884,7
885,12
886,9
887,15
888,15
889,8
890,1
891,10
892,10
893,8
894,4
895,12
896,11
897,9
898,4
899,14
900,16
901,4
902,7
903,4
904,12
905,7
906,16
907,1
908,1
909,7
910,11
911,1
912,8
913,1
914,4
915,13
916,10
917,2
918,3
919,11
920,2
921,5
922,9
923,13
924,7
925,13
926,2
927,13
928,15
929,14
930,12
931,1
932,5
933,16
934,16
935,10
936,4
937,5
938,3
939,7
940,14
941,5
942,13
943,14
944,10
945,1
946,10
947,13
948,13
949,8
950,7
951,12
952,13
953,9
954,11
955,9
956,8
957,14
958,2
959,2
960,1
961,4
962,14
963,5
964,3
965,7
966,8
967,11
968,2
969,13
970,9
971,14
972,15
973,16
974,4
975,10
976,3
977,2
978,1
979,6
980,6
981,1
982,9
983,2
984,13
985,12
986,12
987,15
988,1
989,10
990,14
991,1
992,15
993,12
994,11
995,6
996,5
997,11
998,14
999,141000,16
1001,4
1002,7
1003,14
1004,4
1005,14
1006,9
1007,8
1008,5
1009,4
1010,15
1011,4
1012,3
1013,6
1014,5
1015,9
1016,9
1017,9
1018,5
1019,6
1020,11
1021,16
1022,16
1023,5
1024,1
1025,11
1026,11
1027,11
1028,12
1029,9
1030,2
1031,3
1032,1
1033,10
1034,4
1035,16
1036,13
1037,10
1038,4
1039,8
1040,16
1041,6
1042,13
1043,6
1044,13
1045,15
1046,14
1047,11
1048,4
1049,16
1050,11
1051,5
1052,11
1053,3
1054,6
1055,8
1056,3
1057,15
1058,8
1059,16
1060,10
1061,14
1062,3
1063,15
1064,9
1065,8
1066,9
1067,12
1068,3
1069,15
1070,15
1071,9
1072,13
1073,2
1074,15
1075,12
1076,12
1077,12
1078,7
1079,14
1080,13
1081,6
1082,4
1083,14
1084,9
1085,6
1086,8
1087,11
1088,4
1089,12
1090,12
1091,14
1092,12
1093,7
1094,5
1095,14
1096,4
1097,13
1098,8
1099,15
1100,3
1101,13
1102,12
1103,9
1104,12
1105,4
1106,3
1107,12
1108,1
1109,7
1110,8
1111,5
1112,6
1113,2
1114,5
1115,12
1116,12
1117,10
1118,16
1119,14
1120,9
1121,5
1122,11
1123,1
1124,6
1125,4
1126,5
1127,2
1128,12
1129,11
1130,5
1131,2
1132,14
1133,2
1134,7
1135,4
1136,7
1137,2
1138,3
1139,10
1140,10
1141,11
1142,9
1143,4
1144,13
1145,6
1146,6
1147,12
1148,10
1149,9
1150,9
1151,11
1152,1
1153,13
1154,1
1155,15
1156,12
1157,2
1158,10
1159,16
1160,8
1161,4
1162,1
1163,5
1164,6
1165,1
1166,8
1167,14
1168,8
1169,6
1170,13
1171,8
1172,9
1173,4
1174,3
1175,16
1176,15
1177,8
1178,13
1179,1
1180,1
1181,16
1182,13
1183,11
1184,9
1185,8
1186,14
1187,8
1188,8
1189,6
1190,6
1191,5
1192,5
1193,5
1194,3
1195,10
1196,13
1197,5
1198,13
1199,16
1200,13
1201,7
1202,8
1203,2
1204,8
1205,16
1206,8
1207,7
1208,9
1209,14
1210,4
1211,4
1212,2
1213,11
1214,9
1215,11
1216,9
1217,4
1218,13
1219,9
1220,16
1221,4
1222,5
1223,5
1224,7
1225,15
1226,9
1227,12
1228,14
1229,7
1230,13
1231,4
1232,6
1233,1
1234,1
1235,3
1236,5
1237,13
1238,4
1239,2
1240,8
1241,2
1242,8
1243,15
1244,1
1245,2
1246,16
1247,9
1248,2
1249,5
1250,2
1251,1
1252,10
1253,5
1254,3
1255,7
1256,1
1257,13
1258,8
1259,12
1260,16
1261,1
1262,16
1263,13
1264,4
1265,1
1266,14
1267,10
1268,11
1269,7
1270,9
1271,2
1272,12
1273,12
1274,8
1275,1
1276,11
1277,1
1278,6
1279,10
1280,16
1281,13
1282,2
1283,8
1284,9
1285,2
1286,12
1287,7
1288,15
1289,14
1290,12
1291,13
1292,15
1293,12
1294,12
1295,8
1296,7
1297,2
1298,14
1299,9
1300,2
1301,12
1302,1
1303,14
1304,10
1305,3
1306,10
1307,7
1308,4
1309,9
1310,2
1311,8
1312,14
1313,2
1314,5
1315,7
1316,7
1317,12
1318,9
1319,5
1320,10
1321,5
1322,8
1323,6
1324,9
1325,14
1326,11
1327,11
1328,9
1329,7
1330,3
1331,5
1332,6
1333,8
1334,6
1335,7
1336,6
1337,9
1338,4
1339,12
1340,5
1341,14
1342,4
1343,9
1344,13
1345,2
1346,2
1347,2
1348,13
1349,5
1350,6
1351,5
1352,1
1353,4
1354,13
1355,2
1356,14
1357,3
1358,10
1359,1
1360,15
1361,10
1362,15
1363,3
1364,14
1365,13
1366,6
1367,2
1368,2
1369,11
1370,4
1371,13
1372,15
1373,16
1374,10
1375,8
1376,11
1377,13
1378,14
1379,7
1380,8
1381,4
1382,3
1383,6
1384,16
1385,7
1386,15
1387,1
1388,13
1389,13
1390,14
1391,7
1392,7
1393,9
1394,2
1395,15
1396,4
1397,10
1398,1
1399,14
