Number,Value
0,151
1,78
2,161
3,183
4,153
5,34
6,71
7,52
8,34
9,174
10,105
11,94
12,107
13,49
14,147
15,62
16,63
17,184
18,25
19,37
20,90
21,97
22,117
23,88
24,9
25,22
26,172
27,177
28,18
29,69
30,153
31,80
32,192
33,94
34,82
35,176
36,78
37,10
38,74
39,171
40,25
41,161
42,40
43,54
44,82
45,19
46,138
47,60
48,156
49,174
50,73
51,120
52,31
53,174
54,130
55,45
56,183
57,15
58,112
59,89
60,166
61,156
62,74
63,161
64,119
65,21
66,145
67,196
68,121
69,103
70,140
71,15
72,159
73,191
74,5
75,80
76,177
77,66
78,20
79,50
80,119
81,43
82,86
83,183
84,96
85,72
86,69
87,63
88,43
89,49
90,186
91,174
92,115
93,112
94,12
95,60
96,47
97,153
98,192
99,124
100,59
101,17
102,182
103,174
104,80
105,18
106,193
107,28
108,50
109,56
110,62
111,164
112,201
113,183
114,174
115,135
116,168
117,19
118,9
119,89
120,14
121,46
122,85
123,101
124,176
125,48
126,200
127,167
128,70
129,18
130,68
131,165
132,156
133,74
134,193
135,138
136,143
137,83
138,120
139,41
140,191
141,174
142,94
143,123
144,105
145,37
146,186
147,123
148,14
149,140
150,178
151,79
152,13
153,140
154,141
155,19
156,162
157,44
158,81
159,18
160,109
161,75
162,145
163,96
164,58
165,147
166,150
167,15
168,119
169,143
170,108
171,144
172,23
173,128
174,172
175,192
176,2
177,163
178,38
179,138
180,109
181,95
182,60
183,157
184,137
185,80
186,68
187,42
188,73
189,60
190,109
191,82
192,106
193,112
194,123
195,143
196,192
197,88
198,22
199,181
200,53
201,178
202,23
203,16
204,97
205,59
206,149
207,179
208,163
209,115
210,22
211,130
212,152
213,118
214,34
215,6
216,81
217,134
218,62
219,9
220,21
221,181
222,68
223,7
224,200
225,130
226,183
227,161
228,10
229,103
230,156
231,94
232,76
233,77
234,34
235,184
236,134
237,159
238,125
239,108
240,60
241,199
242,64
243,17
244,170
245,83
246,16
247,21
248,80
249,123
250,159
251,117
252,121
253,163
254,76
255,133
256,32
257,182
258,46
259,182
260,196
261,136
262,157
263,152
264,169
265,53
266,142
267,7
268,91
269,33
270,2
271,160
272,74
273,180
274,155
275,53
276,160
277,83
278,55
279,129
280,141
281,23
282,178
283,95
284,139
