Number,Value
0,6
1,2
2,4
3,3
4,1
5,1
6,3
7,4
8,7
9,2
10,3
11,2
12,3
13,5
14,3
15,2
16,8
17,2
18,1
19,8
20,7
21,7
22,4
23,2
24,5
25,4
26,6
27,5
28,3
29,2
30,3
31,3
32,8
33,2
34,5
35,5
36,7
37,3
38,4
39,7
40,8
41,5
42,4
43,3
44,5
45,8
46,5
47,3
48,1
49,6
50,6
51,3
52,4
53,1
54,4
55,8
56,6
57,1
58,5
59,3
60,7
61,1
62,3
63,5
64,3
65,1
66,3
67,5
68,3
69,6
70,5
71,8
72,5
73,5
74,3
75,8
76,8
77,6
78,8
79,2
80,3
81,4
82,2
83,1
84,5
85,5
86,2
87,7
88,5
89,2
90,7
91,8
92,7
93,3
94,2
95,8
96,6
97,5
98,7
99,6
100,7
101,2
102,6
103,7
104,6
105,1
106,7
107,2
108,7
109,4
110,5
111,1
112,5
113,7
114,5
115,2
116,7
117,4
118,5
119,3
120,7
121,8
122,6
123,4
124,8
125,3
126,7
127,3
128,5
129,2
130,1
131,2
132,4
133,4
134,6
135,2
136,6
137,8
138,2
139,6
140,8
141,4
142,8
143,8
144,8
145,3
146,3
147,3
148,2
149,7
150,2
151,7
152,2
153,8
154,6
155,7
156,3
157,6
158,7
159,1
160,3
161,2
162,7
163,6
164,3
165,4
166,8
167,7
168,5
169,4
170,5
171,5
172,8
173,1
174,4
175,6
176,1
177,3
178,5
179,7
180,8
181,5
182,5
183,4
184,4
185,4
186,8
187,5
188,5
189,4
190,3
191,8
192,5
193,7
194,2
195,6
196,5
197,6
198,1
199,2
200,1
201,2
202,7
203,4
204,8
205,7
206,1
207,5
208,7
209,7
210,5
211,6
212,8
213,4
214,6
215,8
216,1
217,4
218,6
219,8
220,2
221,5
222,3
223,6
224,8
225,1
226,4
227,5
228,7
229,3
230,5
231,7
232,6
233,8
234,1
235,5
236,3
237,1
238,4
239,5
240,1
241,8
242,1
243,2
244,7
245,5
246,5
247,5
248,2
249,4
250,1
251,4
252,6
253,2
254,3
255,5
256,8
257,8
258,3
259,7
260,1
261,2
262,2
263,4
264,1
265,7
266,8
267,4
268,8
269,7
270,7
271,5
272,3
273,2
274,8
275,3
276,8
277,6
278,3
279,1
280,4
281,3
282,6
283,5
284,1
285,1
286,2
287,4
288,1
289,7
290,1
291,2
292,5
293,2
294,3
295,5
296,2
297,2
298,2
299,1
300,5
301,2
302,5
303,5
304,4
305,1
306,2
307,4
308,8
309,6
310,7
311,6
312,8
313,7
314,1
315,5
316,2
317,3
318,5
319,8
320,7
321,8
322,3
323,4
324,5
325,7
326,4
327,2
328,1
329,1
330,3
331,6
332,3
333,3
334,4
335,5
336,2
337,1
338,4
339,1
340,4
341,4
342,6
343,3
344,6
345,7
346,6
347,3
348,3
349,5
350,1
351,1
352,4
353,7
354,1
355,6
356,2
357,7
358,3
359,1
360,5
361,7
362,2
363,8
364,5
365,2
366,3
367,2
368,5
369,7
370,4
371,8
372,8
373,6
374,5
375,4
376,7
377,6
378,7
379,7
380,3
381,2
382,3
383,3
384,5
385,7
386,5
387,3
388,7
389,8
390,8
391,2
392,2
393,5
394,7
395,8
396,8
397,2
398,1
399,5
400,3
401,7
402,7
403,3
404,6
405,6
406,8
407,2
408,3
409,7
410,6
411,3
412,2
413,5
414,5
415,6
416,6
417,3
418,3
419,5
420,3
421,4
422,8
423,6
424,5
425,4
426,7
427,1
428,2
429,8
430,2
431,8
432,8
433,7
434,1
435,7
436,3
437,7
