Number,Value
0,9
1,3
2,21
3,6
4,8
5,4
6,12
7,1
8,4
9,9
10,6
11,9
12,21
13,20
14,14
15,20
16,9
17,10
18,4
19,24
20,16
21,13
22,10
23,25
24,21
25,8
26,19
27,15
28,17
29,11
30,10
31,2
32,15
33,14
34,17
35,11
36,4
37,18
38,23
39,18
40,24
41,23
42,17
43,21
44,24
45,13
46,19
47,6
48,16
49,7
50,5
51,18
52,21
53,7
54,3
55,15
56,16
57,24
58,23
59,6
60,13
61,8
62,18
63,1
64,23
65,21
66,5
67,7
68,10
69,14
70,12
71,20
72,4
73,9
74,3
75,18
76,9
77,13
78,1
79,4
80,2
81,5
82,4
83,2
84,2
85,14
86,18
87,4
88,9
89,24
90,12
91,10
92,14
93,18
94,8
95,24
96,5
97,20
98,4
99,14
100,10
101,5
102,4
103,4
104,13
105,9
106,4
107,1
108,4
109,20
110,5
111,17
112,17
113,10
114,22
115,10
116,14
117,9
118,2
119,25
120,23
121,19
122,7
123,18
124,6
125,11
126,8
127,6
128,9
129,14
130,15
131,13
132,15
133,4
134,11
135,15
136,14
137,23
138,2
139,14
140,25
141,4
142,10
143,6
144,1
145,9
146,7
147,17
148,5
149,7
150,16
151,17
152,21
153,15
154,20
155,21
156,21
157,22
158,6
159,7
160,25
161,24
162,12
163,23
164,24
165,5
166,20
167,21
168,14
169,21
170,17
171,19
172,11
173,11
174,2
175,24
176,24
177,17
178,11
179,24
180,22
181,17
182,11
183,19
184,3
185,24
186,6
187,17
188,19
189,11
190,9
191,9
192,20
193,13
194,14
195,19
196,18
197,22
198,12
199,17
200,24
201,10
202,6
203,3
204,8
205,24
206,1
207,2
208,22
209,23
210,16
211,24
212,3
213,3
214,12
215,13
216,20
217,12
218,24
219,8
220,13
221,16
222,18
223,4
224,16
225,17
226,5
227,17
228,3
229,1
230,13
231,22
232,18
233,18
234,25
235,3
236,1
237,5
238,7
239,6
240,15
241,4
242,22
243,15
244,20
245,16
246,15
247,18
248,3
249,9
250,5
251,25
252,12
253,23
254,18
255,25
256,18
257,16
258,20
259,1
260,3
261,2
262,23
263,18
264,9
265,2
266,5
267,7
268,4
269,5
270,20
271,16
272,7
273,2
274,19
275,1
276,24
277,18
278,10
279,25
280,5
281,22
282,15
283,15
284,21
285,11
286,9
287,8
288,6
289,17
290,16
291,24
292,4
293,4
294,8
295,23
296,23
297,12
298,3
299,15
300,9
301,2
302,16
303,5
304,8
305,9
306,22
307,19
308,6
309,21
310,23
311,25
312,15
313,16
314,5
315,11
316,24
317,14
318,11
319,23
320,6
321,9
322,7
323,2
324,1
325,9
326,9
327,17
328,13
329,15
330,22
331,7
332,1
333,15
334,25
335,15
336,25
337,14
338,10
339,13
340,3
341,11
342,24
343,16
344,4
345,11
346,18
347,15
348,13
349,9
350,13
351,2
352,1
353,7
354,22
355,10
356,25
357,19
358,5
359,17
360,23
361,15
362,22
363,5
364,22
365,24
366,2
367,7
368,9
369,10
370,10
371,22
372,11
373,16
374,6
375,18
376,8
377,14
378,13
379,22
380,7
381,10
382,3
383,24
384,8
385,17
386,17
387,1
388,2
389,25
390,16
391,14
392,5
393,15
394,25
395,1
396,5
397,16
398,4
399,20
400,5
401,21
402,23
403,25
404,23
405,13
406,9
407,14
408,25
409,9
410,19
411,21
412,24
413,17
414,12
415,16
416,13
417,20
418,9
419,3
420,14
421,7
422,15
423,4
424,8
425,20
426,5
427,4
428,21
429,15
430,2
431,10
432,11
433,8
434,9
435,7
436,17
437,15
438,13
439,8
440,21
441,4
442,12
443,23
444,6
445,6
446,3
447,12
448,21
449,18
450,23
451,19
452,7
453,6
454,10
455,18
456,12
457,16
458,24
459,11
460,1
461,17
462,8
463,7
464,19
465,11
466,15
467,7
468,13
469,11
470,13
471,17
472,19
473,24
474,9
475,22
476,25
477,4
478,6
479,2
480,10
481,16
482,16
483,17
484,21
485,23
486,23
487,24
488,17
489,1
490,18
491,14
492,19
493,3
494,14
495,5
496,24
497,10
498,23
499,13
500,5
501,10
502,5
503,16
504,8
505,6
506,16
507,7
508,19
509,11
510,13
511,17
512,9
513,4
514,2
515,25
516,22
517,15
518,21
519,7
520,17
521,23
522,13
523,5
524,22
525,2
526,18
527,3
