Number,Value
0,13
1,10
2,12
3,3
4,4
5,16
6,12
7,1
8,14
9,11
10,10
11,3
12,1
13,18
14,8
15,8
16,1
17,8
18,9
19,7
20,17
21,15
22,20
23,10
24,14
25,10
26,18
27,1
28,5
29,2
30,2
31,17
32,4
33,6
34,17
35,18
36,16
37,16
38,3
39,18
40,10
41,10
42,16
43,7
44,8
45,8
46,18
47,6
48,18
49,6
50,14
51,18
52,17
53,3
54,3
55,16
56,8
57,13
58,3
59,14
60,2
61,16
62,8
63,6
64,15
65,10
66,19
67,17
68,3
69,19
70,10
71,7
72,18
73,14
74,9
75,1
76,20
77,19
78,10
79,16
80,10
81,6
82,20
83,6
84,15
85,1
86,10
87,5
88,10
89,6
90,15
91,5
92,10
93,7
94,10
95,9
96,14
97,17
98,5
99,8
100,3
101,6
102,1
103,17
104,11
105,20
106,19
107,14
108,13
109,13
110,11
111,7
112,2
113,16
114,12
115,19
116,18
117,8
118,18
119,5
120,3
121,1
122,15
123,3
124,19
125,11
126,4
127,12
128,6
129,9
130,16
131,20
132,15
133,13
134,14
135,8
136,16
137,1
138,12
139,2
140,18
141,4
142,1
143,9
144,4
145,14
146,15
147,13
148,14
149,16
150,17
151,5
152,2
153,6
154,12
155,8
156,14
157,10
158,17
159,18
160,16
161,1
162,9
163,1
164,2
165,11
166,12
167,16
168,2
169,11
170,18
171,13
172,6
173,16
174,2
175,13
176,8
177,10
178,13
179,10
180,2
181,20
182,17
183,13
184,10
185,2
186,1
187,10
188,13
189,3
190,3
191,20
192,15
193,14
194,3
195,11
196,5
197,8
198,14
199,4
200,7
201,20
202,16
203,19
204,14
205,19
206,19
207,8
208,6
209,5
210,3
211,4
212,6
213,8
214,18
215,17
216,9
217,18
218,13
219,6
220,8
221,11
222,7
223,5
224,20
225,1
226,9
227,10
228,15
229,5
230,3
231,3
232,1
233,7
234,20
235,5
236,13
237,9
238,3
239,9
240,12
241,5
242,6
243,15
244,4
245,11
246,2
247,6
248,14
249,20
250,15
251,7
252,4
253,18
254,15
255,18
256,16
257,3
258,10
259,20
260,12
261,9
262,18
263,8
264,9
265,12
266,16
267,17
268,13
269,7
270,9
271,12
272,4
273,7
274,11
275,18
276,18
277,17
278,1
279,1
280,13
281,6
282,15
283,1
284,13
285,11
286,1
287,17
288,12
289,14
290,3
291,15
292,20
293,8
294,13
295,17
296,20
297,1
298,13
299,3
300,6
301,18
302,18
303,16
304,11
305,9
306,14
307,1
308,4
309,15
310,6
311,19
312,7
313,2
314,18
315,16
316,10
317,10
318,9
319,14
320,20
321,12
322,1
323,18
324,3
325,11
326,1
327,3
328,5
329,3
330,7
331,10
332,19
333,1
334,18
335,14
336,20
337,14
338,20
339,2
340,13
341,2
342,16
343,19
344,8
345,1
346,6
347,15
