Number,Value
0,11
1,5
2,6
3,9
4,6
5,20
6,17
7,4
8,8
9,8
10,13
11,3
12,14
13,2
14,2
15,15
16,14
17,18
18,12
19,6
20,17
21,18
22,14
23,2
24,14
25,11
26,6
27,4
28,15
29,7
30,2
31,9
32,14
33,5
34,9
35,9
36,16
37,9
38,18
39,15
40,8
41,3
42,12
43,9
44,1
45,16
46,19
47,19
48,6
49,14
50,16
51,16
52,1
53,17
54,15
55,11
56,17
57,7
58,3
59,16
60,13
61,2
62,18
63,6
64,7
65,10
66,11
67,8
68,12
69,4
70,17
71,7
72,10
73,15
74,4
75,5
76,7
77,18
78,7
79,16
80,3
81,12
82,10
83,17
84,3
85,7
86,6
87,6
88,5
89,9
90,14
91,20
92,19
93,8
94,3
95,4
96,4
97,7
98,20
99,18
100,19
101,4
102,13
103,2
104,14
105,14
106,14
107,8
108,15
109,19
110,20
111,11
112,8
113,2
114,5
115,16
116,6
117,2
118,9
119,14
120,6
121,11
122,6
123,13
124,20
125,7
126,3
127,10
128,9
129,16
130,18
131,1
132,3
133,5
134,3
135,12
136,2
137,15
138,12
139,20
140,1
141,1
142,14
143,4
144,1
145,10
146,7
147,18
148,9
149,11
150,13
151,13
152,10
153,2
154,8
155,4
156,10
157,3
158,5
159,20
160,12
161,19
162,19
163,11
164,10
165,6
166,3
167,19
168,10
169,13
170,20
171,5
172,9
173,13
174,14
175,20
176,5
177,20
178,13
179,10
180,15
181,14
182,8
183,14
184,3
185,8
186,5
187,6
188,7
189,10
190,16
191,2
192,3
193,14
194,6
195,16
196,11
197,1
198,13
199,20
200,13
201,1
202,17
203,19
204,3
205,19
206,3
207,5
208,15
209,9
210,2
211,17
212,17
213,9
214,12
215,14
216,14
217,9
218,2
219,18
220,13
221,7
222,19
223,12
224,11
225,13
226,15
227,3
228,14
229,16
230,15
231,8
232,2
233,20
234,4
235,3
236,16
237,2
238,12
239,7
240,2
241,7
242,17
243,1
244,15
245,4
246,17
247,2
248,17
249,5
250,19
251,13
252,17
253,5
254,19
255,11
256,19
257,3
258,17
259,1
260,1
261,4
262,18
263,6
264,6
265,7
266,14
267,18
268,17
269,14
270,1
271,9
272,15
273,6
274,20
275,1
276,1
277,19
278,19
279,2
280,13
281,19
282,20
283,16
284,18
285,15
286,12
287,1
288,19
289,8
290,7
291,20
292,6
293,3
294,16
295,11
296,16
297,17
298,1
299,1
300,4
301,1
302,13
303,7
304,15
305,18
306,6
307,10
308,18
309,4
310,17
311,20
312,14
313,16
314,13
315,10
316,9
317,16
318,10
319,14
320,20
321,13
322,9
323,13
324,16
325,18
326,7
327,20
328,4
329,3
330,20
331,17
332,5
333,10
334,14
335,11
336,8
337,1
338,20
339,13
340,18
341,9
342,3
343,1
344,12
345,16
346,6
347,6
348,14
349,1
350,3
351,9
352,14
353,17
354,14
355,4
356,2
357,20
358,11
359,11
360,20
361,17
362,14
363,4
364,7
365,19
366,9
367,17
368,3
369,13
370,6
371,4
372,3
373,20
374,1
375,15
376,2
377,3
378,3
379,10
380,1
381,4
382,5
383,4
384,14
385,13
386,2
387,12
388,4
389,16
390,12
391,10
392,4
393,15
394,6
395,15
396,7
397,9
398,16
399,12
400,7
401,17
402,19
403,7
404,2
405,8
406,1
407,4
408,16
409,5
410,1
411,6
412,11
413,10
414,14
415,3
416,19
417,17
418,5
419,7
420,1
421,19
422,12
423,17
424,8
425,17
426,9
427,8
428,19
429,15
430,5
431,14
432,16
433,8
434,5
435,7
436,13
437,19
438,16
439,1
440,13
441,19
442,6
443,13
444,15
445,2
446,2
447,8
448,19
449,12
450,8
451,5
452,13
453,9
454,10
455,16
456,9
457,17
458,14
459,19
460,17
461,7
462,1
463,19
464,15
465,20
466,12
467,9
468,20
469,15
470,7
471,18
472,10
473,3
474,5
475,13
476,4
477,9
478,11
479,17
480,5
481,5
482,16
483,5
484,1
485,15
486,5
487,19
488,10
489,12
490,20
491,9
492,18
493,4
494,1
495,16
496,17
497,10
498,6
499,6
500,6
501,2
502,18
503,17
504,10
505,18
506,7
507,12
508,9
509,14
510,11
511,9
512,3
513,12
514,4
515,12
516,4
517,15
518,3
519,19
520,19
521,17
522,3
523,16
524,14
525,1
526,4
527,12
528,2
529,5
530,14
531,8
532,19
533,16
534,19
535,13
536,11
537,9
538,15
539,14
540,10
541,4
542,14
543,8
544,11
545,15
546,8
547,5
548,20
549,18
550,18
551,19
552,3
553,16
554,6
555,10
556,14
557,14
558,7
559,19
560,4
561,6
562,19
563,15
564,12
565,1
566,8
567,11
568,20
569,14
570,13
571,14
572,5
573,15
574,7
575,12
576,13
577,4
578,13
579,9
580,18
581,1
582,2
583,3
584,10
585,19
586,8
587,10
588,13
589,17
590,5
591,9
592,12
593,8
594,6
595,15
596,5
597,11
598,5
599,15
600,17
601,16
602,20
603,7
604,17
605,16
606,19
607,5
608,16
609,5
610,6
611,18
612,16
613,4
614,4
615,16
616,10
617,1
618,1
619,14
620,9
621,8
622,9
623,10
624,5
625,1
626,12
627,20
628,12
629,14
630,13
631,2
632,5
633,12
634,2
635,6
636,2
637,14
638,3
639,5
640,10
641,11
642,16
643,14
644,2
645,13
646,4
647,19
648,13
649,7
650,6
651,14
652,1
653,14
654,3
655,11
656,7
657,12
658,3
659,17
660,14
661,5
662,7
663,6
664,12
665,5
666,15
667,10
668,14
669,5
670,17
671,15
672,19
673,14
674,9
675,5
676,6
677,19
678,1
679,3
680,1
681,8
682,2
683,19
684,19
685,6
686,20
687,11
688,1
689,19
690,9
691,17
692,20
693,6
694,16
695,15
696,3
697,16
698,15
699,20
700,8
701,19
702,3
703,9
704,9
705,8
706,13
707,4
708,19
709,6
710,1
711,13
712,19
713,8
714,19
715,9
716,18
717,11
718,1
719,18
720,20
721,8
722,19
723,7
724,16
725,18
726,19
727,15
728,11
729,13
730,3
731,20
732,20
733,20
734,1
735,7
736,7
737,7
738,14
