Number,Value
0,10
1,9
2,16
3,7
4,14
5,19
6,9
7,18
8,19
9,2
10,17
11,6
12,7
13,10
14,7
15,1
16,15
17,2
18,16
19,16
20,5
21,19
22,12
23,18
24,2
25,10
26,12
27,1
28,19
29,12
30,17
31,18
32,8
33,12
34,5
35,16
36,14
37,7
38,19
39,2
40,4
41,8
42,18
43,6
44,7
45,3
46,19
47,9
48,3
49,8
50,8
51,13
52,17
53,20
54,11
55,5
56,19
57,1
58,19
59,20
60,5
61,9
62,3
63,6
64,2
65,11
66,15
67,8
68,5
69,4
70,11
71,16
72,19
73,14
74,18
75,7
76,2
77,13
78,11
79,17
80,11
81,11
82,5
83,4
84,3
85,13
86,13
87,14
88,2
89,11
90,17
91,5
92,11
93,4
94,16
95,16
96,16
97,3
98,5
99,10
100,14
101,9
102,15
103,1
104,20
105,17
106,14
107,7
108,3
109,18
110,8
111,14
112,14
113,18
114,3
115,4
116,1
117,6
118,2
119,2
120,19
121,9
122,17
123,16
124,16
125,12
126,16
127,2
128,16
129,16
130,14
131,9
132,13
133,10
134,15
135,2
136,10
137,15
138,14
139,1
140,3
141,20
142,20
143,17
144,20
145,10
146,15
147,9
148,15
149,20
150,20
151,19
152,5
153,16
154,17
155,3
156,16
157,1
158,3
159,13
160,8
161,12
162,15
163,3
164,1
165,9
166,8
167,15
168,3
169,18
170,16
171,4
172,3
173,4
174,14
175,11
176,6
177,10
178,1
179,14
180,7
181,1
182,9
183,1
184,1
185,12
186,6
187,13
188,13
189,6
190,10
191,17
192,1
193,16
194,5
195,16
196,7
197,10
198,6
199,9
200,16
201,8
202,2
203,20
204,18
205,2
206,4
207,16
208,12
209,6
210,7
211,7
212,15
213,6
214,11
215,14
216,3
217,8
218,8
219,7
220,20
221,2
222,15
223,4
224,3
225,6
226,20
227,15
228,20
229,13
230,2
231,14
232,11
233,14
234,17
235,12
236,1
237,17
238,2
239,13
240,5
241,19
242,8
243,1
244,9
245,15
246,12
247,20
248,5
249,11
250,15
251,13
252,12
253,16
254,8
255,10
256,20
257,5
258,19
259,9
260,5
261,11
262,2
263,19
264,9
265,2
266,14
267,1
268,14
269,1
270,10
271,4
272,17
273,19
274,6
275,13
276,18
277,6
278,2
279,15
280,16
281,9
282,18
283,7
284,2
285,17
286,16
287,2
288,10
289,6
290,1
291,6
292,3
293,4
294,12
295,20
296,15
297,17
298,17
299,12
300,1
301,11
302,16
303,2
304,14
305,3
306,5
307,18
308,6
309,20
310,8
311,6
312,13
313,19
314,20
315,4
316,8
317,3
318,10
319,12
320,3
321,3
322,11
323,19
324,10
325,15
326,14
327,5
328,18
329,11
330,14
331,8
332,18
333,14
334,4
335,13
336,2
337,15
338,8
339,10
340,16
341,17
342,15
343,1
344,1
345,11
346,14
347,20
348,15
349,19
350,6
351,8
352,4
353,20
354,9
355,13
356,19
357,12
358,9
359,16
360,17
361,9
362,4
363,18
364,1
365,6
366,4
367,3
368,2
369,7
370,14
371,2
372,14
373,8
374,9
375,7
376,14
377,2
378,12
379,18
380,8
381,10
382,6
383,2
384,20
385,4
386,2
387,18
388,12
389,10
390,4
391,3
392,16
393,16
394,19
395,18
396,3
397,18
398,15
399,13
400,15
401,7
402,6
403,4
404,19
405,2
406,9
407,1
408,9
409,18
410,2
411,17
412,15
413,10
414,16
415,7
416,10
417,13
418,15
419,16
420,3
421,11
422,7
423,6
424,3
425,6
426,11
427,11
428,9
429,10
430,18
431,3
432,19
433,20
434,13
435,7
436,20
437,11
438,14
439,14
440,7
441,13
442,5
443,13
444,9
445,10
446,17
447,7
448,17
449,19
450,11
451,4
452,14
453,17
454,2
455,20
456,5
457,4
458,1
459,7
460,8
461,19
462,8
463,10
464,1
465,1
466,7
467,20
468,7
469,8
470,10
471,13
472,12
473,4
474,9
475,11
476,17
477,7
478,5
479,14
480,4
481,17
482,11
483,4
484,15
485,19
486,10
487,4
488,16
489,2
490,14
491,12
492,5
493,8
494,1
495,4
496,4
497,20
498,11
499,12
500,17
501,11
502,17
503,8
504,13
505,8
506,2
507,19
508,18
509,2
510,15
511,2
512,12
513,12
514,16
515,12
516,14
517,13
518,19
519,13
520,8
521,10
522,4
523,5
524,9
525,9
526,20
527,15
528,8
529,18
530,12
531,16
532,20
533,20
534,3
535,14
536,13
537,13
538,10
539,3
540,15
541,11
542,14
543,13
544,3
545,20
546,7
547,19
548,9
549,8
550,7
551,8
552,3
553,18
554,20
555,8
556,5
557,9
558,5
559,5
560,3
561,12
562,19
563,12
564,6
565,4
566,8
567,19
568,8
569,6
570,9
571,12
572,13
573,13
574,19
575,5
576,4
577,20
578,11
579,2
580,19
581,13
582,1
583,7
584,10
585,5
586,7
587,4
588,17
589,8
590,15
591,10
592,11
593,3
594,1
595,15
596,4
597,17
598,14
599,17
600,4
601,3
602,2
603,18
604,3
605,15
606,5
607,6
608,19
609,13
610,13
611,9
612,5
613,10
614,20
615,12
616,15
617,17
618,1
619,11
620,15
621,11
622,10
623,1
624,15
625,8
626,20
627,5
628,12
629,8
630,16
631,8
632,4
633,1
634,6
635,6
636,10
637,11
638,20
639,6
640,10
641,20
642,18
643,18
644,4
645,10
646,7
647,19
648,5
649,5
650,6
651,16
652,10
653,4
654,18
655,5
656,19
657,8
658,6
659,1
660,2
661,1
662,14
663,1
664,1
665,10
666,11
667,17
668,16
669,4
670,13
671,14
672,6
673,8
674,2
675,3
676,4
677,17
678,7
679,19
680,8
681,13
682,3
683,3
684,11
685,8
686,15
687,20
688,17
689,15
690,8
691,11
692,16
693,17
694,13
695,7
696,10
697,20
698,1
699,1
700,14
701,1
702,18
703,17
704,10
705,11
706,9
707,11
708,6
709,11
710,20
711,17
712,10
713,17
714,4
715,12
716,9
717,16
718,8
719,2
720,20
721,18
722,10
723,5
724,7
725,12
726,10
727,17
728,7
729,12
730,16
731,7
732,6
733,9
734,3
735,3
736,19
737,13
738,3
739,17
740,12
741,14
742,16
743,3
744,8
745,14
746,16
747,18
748,3
749,12
750,18
751,15
752,18
753,20
754,14
755,11
756,14
757,1
758,18
759,14
760,13
761,8
762,18
763,17
764,2
765,12
766,5
767,12
768,10
769,13
770,10
771,20
772,10
773,20
774,15
775,14
776,11
777,12
778,18
779,19
780,17
781,9
782,5
783,6
784,19
785,9
786,16
787,15
788,16
789,12
790,4
791,17
792,8
793,11
794,20
795,17
796,18
797,17
798,10
799,20
800,11
801,20
802,14
803,19
804,7
805,20
806,18
807,17
808,6
809,9
810,14
811,5
812,19
813,10
814,9
815,12
816,11
817,18
818,15
819,15
820,19
821,14
822,20
823,14
824,20
825,19
826,17
827,7
828,12
829,14
830,2
831,1
832,1
833,14
834,16
835,13
836,6
837,14
838,20
839,15
840,5
841,5
842,2
843,6
844,1
845,13
846,1
847,17
848,8
849,9
850,9
851,1
852,7
853,10
854,10
855,16
856,17
857,1
858,15
859,11
860,11
861,17
862,18
863,7
864,13
865,1
866,10
867,19
868,9
869,11
870,14
871,9
872,17
873,8
874,15
875,18
876,11
877,1
878,4
879,13
880,10
881,5
882,13
883,7
884,6
885,17
886,17
887,5
888,11
889,8
890,18
891,12
892,15
893,7
894,6
895,16
896,15
897,7
898,9
899,6
900,1
901,11
902,11
903,1
904,18
905,5
906,10
907,19
908,13
909,17
910,16
911,11
912,4
913,2
914,13
915,2
916,3
917,18
918,18
919,12
920,6
921,12
922,12
923,3
924,5
925,20
926,12
927,18
928,14
929,1
930,10
931,13
932,17
933,17
934,13
935,19
936,9
937,17
938,16
939,16
940,6
941,13
942,16
943,8
944,5
945,15
946,2
947,8
948,2
949,19
950,16
951,17
952,6
953,13
954,17
955,15
956,12
957,12
958,9
959,12
960,17
961,20
962,16
963,20
964,13
965,7
966,17
967,16
968,18
969,12
970,20
971,6
972,17
973,1
974,8
975,8
976,12
977,3
978,8
979,18
980,8
981,18
982,16
983,15
984,5
985,14
986,5
987,4
988,7
989,19
990,18
991,2
992,11
993,2
994,12
995,10
996,5
997,20
998,12
999,191000,12
1001,20
1002,3
1003,3
1004,7
1005,12
1006,5
1007,3
1008,5
1009,16
1010,3
1011,13
1012,10
1013,11
1014,19
1015,9
1016,11
1017,8
1018,4
1019,17
1020,5
1021,8
1022,7
1023,5
1024,17
1025,6
1026,18
1027,7
1028,19
1029,16
1030,1
1031,1
1032,16
1033,2
1034,19
1035,6
1036,19
1037,2
1038,7
1039,9
1040,1
1041,3
1042,13
1043,2
1044,3
1045,13
1046,10
1047,3
1048,15
1049,9
1050,15
1051,14
1052,15
1053,5
1054,13
1055,4
1056,8
1057,1
1058,9
1059,13
1060,8
1061,18
1062,7
1063,8
1064,2
1065,9
1066,20
1067,17
1068,8
1069,3
1070,8
1071,8
1072,18
1073,3
1074,15
1075,15
1076,4
1077,18
1078,2
1079,19
1080,16
1081,10
1082,16
1083,18
1084,18
1085,18
1086,12
1087,17
1088,19
1089,3
1090,16
1091,7
1092,7
1093,16
1094,8
1095,4
1096,3
1097,8
1098,16
1099,4
1100,9
1101,14
1102,16
1103,7
1104,14
1105,16
1106,5
1107,11
1108,7
1109,14
1110,6
1111,11
1112,3
1113,13
1114,18
1115,6
1116,16
1117,5
1118,8
1119,13
1120,10
1121,16
1122,3
1123,6
1124,6
1125,18
1126,13
1127,1
1128,7
1129,5
1130,11
1131,8
1132,1
1133,8
1134,16
1135,17
1136,18
1137,15
1138,17
1139,16
1140,19
1141,4
1142,9
1143,3
1144,14
1145,3
1146,12
1147,8
1148,12
1149,14
1150,20
1151,4
1152,15
1153,12
1154,3
1155,1
1156,16
1157,3
1158,3
1159,4
1160,2
1161,1
1162,16
1163,13
1164,1
1165,6
1166,12
1167,5
1168,3
1169,1
1170,3
1171,10
1172,12
1173,9
1174,1
1175,13
1176,15
1177,6
1178,17
1179,11
1180,2
1181,9
1182,18
1183,17
1184,3
1185,8
1186,17
1187,15
1188,3
1189,13
1190,3
1191,10
1192,8
1193,11
1194,18
1195,14
1196,16
1197,20
1198,9
1199,17
1200,2
1201,6
1202,19
1203,6
1204,16
1205,18
1206,19
1207,6
1208,10
1209,18
1210,15
1211,17
1212,15
1213,2
1214,12
1215,9
1216,1
1217,3
1218,7
1219,11
1220,6
1221,17
1222,4
1223,6
1224,15
1225,11
1226,16
1227,1
1228,12
1229,7
1230,2
1231,4
1232,6
1233,8
1234,3
1235,8
1236,2
1237,14
1238,9
1239,7
1240,5
1241,8
1242,19
1243,4
1244,10
1245,16
1246,6
1247,2
1248,1
1249,5
1250,14
1251,5
1252,14
1253,15
1254,10
1255,10
1256,11
1257,8
1258,12
1259,3
1260,12
1261,8
1262,14
1263,1
1264,15
1265,6
1266,2
1267,4
1268,20
1269,11
1270,20
1271,15
1272,15
1273,11
1274,4
1275,10
1276,8
1277,20
1278,10
1279,3
1280,17
1281,7
1282,6
1283,16
1284,6
1285,18
1286,2
1287,8
1288,9
1289,1
1290,8
1291,3
1292,15
1293,17
1294,13
1295,5
1296,8
1297,10
1298,10
1299,18
1300,7
1301,13
1302,10
1303,20
1304,12
1305,2
1306,1
1307,14
1308,3
1309,15
1310,13
1311,4
1312,7
1313,11
1314,19
1315,1
1316,2
1317,4
1318,9
1319,2
1320,3
1321,19
1322,14
1323,16
1324,5
1325,4
1326,7
1327,12
1328,20
1329,13
1330,6
1331,20
1332,20
1333,18
1334,8
1335,9
1336,7
1337,9
1338,5
1339,13
1340,3
1341,20
1342,12
1343,3
1344,6
1345,2
1346,4
1347,13
1348,17
1349,1
1350,10
1351,11
1352,19
1353,3
1354,14
1355,9
1356,7
1357,12
1358,1
1359,4
1360,14
1361,13
1362,1
1363,6
1364,16
1365,9
1366,18
1367,19
1368,17
1369,15
1370,4
1371,15
1372,9
1373,8
1374,14
1375,9
1376,12
1377,5
1378,7
1379,9
1380,1
1381,3
1382,17
1383,10
1384,6
1385,14
1386,4
1387,20
1388,8
1389,15
1390,5
1391,1
1392,17
1393,16
1394,15
1395,14
1396,20
1397,1
1398,12
1399,2
1400,14
1401,8
1402,14
1403,13
1404,13
1405,19
1406,19
1407,1
1408,13
1409,16
1410,12
1411,7
1412,11
1413,9
1414,10
1415,7
1416,6
1417,2
1418,12
1419,11
1420,20
1421,7
1422,12
1423,17
1424,3
1425,4
1426,2
1427,9
1428,6
1429,8
1430,11
1431,5
1432,2
1433,16
1434,15
1435,19
1436,18
1437,19
1438,2
1439,9
1440,2
1441,20
1442,6
1443,4
1444,11
1445,8
1446,16
1447,9
1448,18
1449,14
1450,18
1451,17
1452,9
1453,9
1454,10
1455,18
1456,8
1457,14
1458,17
1459,15
1460,16
1461,12
1462,8
1463,6
1464,16
1465,2
1466,9
1467,10
1468,7
1469,17
1470,4
1471,12
1472,12
1473,4
1474,6
1475,7
1476,8
1477,12
1478,3
1479,6
1480,19
1481,2
1482,18
1483,14
1484,8
1485,11
1486,8
1487,2
1488,18
1489,4
1490,15
1491,14
1492,6
1493,2
1494,7
1495,16
1496,3
1497,14
1498,17
1499,17
1500,3
1501,16
1502,17
1503,10
1504,14
1505,2
1506,6
1507,17
1508,14
1509,9
1510,6
1511,1
1512,20
1513,1
1514,5
1515,4
1516,5
1517,16
1518,14
1519,11
1520,7
1521,17
1522,4
1523,14
1524,13
1525,14
1526,4
1527,11
1528,10
1529,2
1530,9
1531,4
1532,18
1533,11
1534,3
1535,12
1536,8
1537,20
1538,2
1539,14
1540,8
1541,12
1542,17
1543,11
1544,12
1545,17
1546,15
1547,16
1548,4
1549,19
1550,4
1551,3
1552,8
1553,6
1554,19
1555,20
1556,15
1557,11
1558,14
1559,4
1560,19
1561,6
1562,19
1563,19
1564,1
1565,11
1566,20
1567,2
1568,7
1569,16
1570,2
1571,17
1572,1
1573,12
1574,15
1575,11
1576,5
1577,11
1578,16
1579,8
1580,6
1581,12
1582,16
1583,3
1584,20
1585,16
1586,9
1587,9
1588,7
1589,10
1590,2
1591,2
1592,12
1593,14
1594,3
1595,13
1596,17
1597,16
1598,5
1599,7
1600,9
1601,13
1602,5
1603,19
1604,5
1605,7
1606,16
1607,16
1608,5
1609,17
1610,4
1611,19
1612,5
1613,8
1614,5
1615,2
1616,1
1617,15
1618,9
1619,14
1620,11
1621,11
1622,19
1623,19
1624,4
1625,7
1626,1
1627,8
1628,9
1629,18
1630,16
1631,6
1632,9
1633,12
1634,6
1635,3
1636,6
1637,13
1638,6
1639,20
1640,8
1641,18
1642,8
1643,1
1644,8
1645,5
1646,5
1647,1
1648,11
1649,18
1650,13
1651,13
1652,3
1653,2
1654,7
1655,15
1656,2
1657,6
1658,17
1659,2
1660,9
1661,2
1662,9
1663,4
1664,11
1665,6
1666,4
1667,8
1668,18
1669,7
1670,5
1671,4
1672,9
1673,12
1674,13
1675,19
1676,5
1677,6
1678,2
1679,11
1680,13
1681,3
1682,13
1683,17
1684,13
1685,1
1686,10
1687,17
1688,2
1689,12
1690,16
1691,14
1692,5
1693,13
1694,6
1695,18
1696,16
1697,16
1698,3
1699,11
1700,7
1701,9
1702,2
1703,20
1704,10
1705,13
1706,3
1707,20
1708,1
1709,9
1710,13
1711,6
1712,20
1713,12
1714,5
1715,14
1716,11
1717,9
1718,2
1719,5
1720,3
1721,8
1722,11
1723,20
1724,4
1725,19
1726,15
1727,5
1728,4
1729,8
1730,18
1731,8
1732,11
1733,16
1734,2
1735,18
1736,19
1737,6
1738,11
1739,9
1740,2
1741,11
1742,10
1743,20
1744,2
1745,13
1746,14
1747,13
1748,17
1749,17
1750,14
1751,6
1752,5
1753,15
1754,2
1755,4
1756,13
1757,7
1758,3
1759,4
1760,15
1761,18
1762,18
1763,2
1764,18
1765,15
1766,16
1767,1
1768,14
1769,1
1770,16
1771,6
1772,15
1773,6
1774,6
1775,14
1776,14
1777,3
1778,18
1779,8
1780,3
1781,6
1782,13
1783,3
1784,5
1785,12
1786,15
1787,20
1788,12
1789,13
1790,15
1791,16
1792,11
1793,2
1794,4
1795,10
1796,17
1797,2
1798,8
1799,16
1800,6
1801,19
1802,9
