Number,Value
0,3
1,1
2,2
3,2
4,3
5,3
6,2
7,2
8,3
9,2
10,2
11,3
12,1
13,1
14,2
15,1
16,2
17,1
18,3
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,1
27,2
28,2
29,1
30,3
31,3
32,3
33,3
34,1
35,3
36,3
37,2
38,1
39,1
40,3
41,1
42,3
43,2
44,2
45,3
46,1
47,1
48,1
49,2
50,2
51,3
52,2
53,3
54,2
55,1
56,2
57,3
58,1
59,2
60,2
61,2
62,3
63,1
64,1
65,2
66,1
67,3
68,2
69,1
70,1
71,2
72,1
73,3
74,1
75,1
76,3
77,3
78,2
79,2
80,1
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,1
89,3
90,3
91,3
92,1
93,1
94,2
95,2
96,2
97,2
98,2
99,3
100,1
101,2
102,3
103,2
104,3
105,1
106,2
107,2
108,2
109,2
110,2
111,2
112,3
113,1
114,2
115,3
116,1
117,3
118,2
119,1
120,1
121,3
122,1
123,2
124,2
125,1
126,1
127,3
128,3
129,2
130,2
131,2
132,2
133,1
134,2
135,3
136,1
137,1
138,2
139,1
140,1
141,3
142,1
143,3
144,2
145,1
146,2
147,2
148,1
149,3
150,2
151,3
152,2
153,3
154,2
155,3
156,2
157,3
158,1
159,1
160,2
161,2
162,3
163,2
164,2
165,3
166,1
167,1
168,2
169,2
170,1
171,3
172,3
173,2
174,1
175,3
176,3
177,1
178,3
179,1
180,2
181,1
182,2
183,1
184,3
185,2
186,1
187,3
188,3
189,1
190,3
191,3
192,2
193,1
194,1
195,2
196,3
197,2
198,1
199,2
200,1
201,2
202,2
203,1
204,2
205,2
206,3
207,1
208,2
209,3
210,2
211,2
212,2
213,3
214,3
215,2
216,3
217,3
218,1
219,3
220,2
221,1
222,2
223,2
224,1
225,3
226,2
227,3
228,2
229,3
230,2
231,2
232,1
233,3
234,2
235,3
236,1
237,1
238,3
239,3
240,2
241,1
242,3
243,3
244,3
245,1
246,2
247,2
248,3
249,2
250,1
251,1
252,1
253,1
254,2
255,3
256,3
257,3
258,1
259,2
260,3
261,2
262,2
263,2
264,2
265,1
266,3
267,3
268,3
269,2
270,1
271,3
272,2
273,3
274,1
275,1
276,3
277,3
278,3
279,2
280,2
281,2
282,2
283,1
284,2
285,1
286,2
287,1
288,2
289,1
290,3
291,3
292,3
293,2
294,2
295,2
296,1
297,2
298,3
299,3
300,1
301,2
302,2
303,3
304,3
305,3
306,1
307,1
308,2
309,2
310,1
311,1
312,1
313,1
314,2
315,1
316,2
317,3
318,2
319,3
320,1
321,1
322,1
323,1
324,3
325,2
326,1
327,3
328,1
329,3
330,2
331,2
332,2
333,3
334,1
335,1
336,2
337,3
338,2
339,2
340,2
341,3
342,1
343,1
344,1
345,2
346,3
347,1
348,2
349,1
350,1
351,2
352,3
353,3
354,1
355,3
356,3
357,2
358,2
359,1
360,3
361,3
362,2
363,3
364,1
365,2
366,2
367,2
368,2
369,1
370,1
371,1
372,2
373,2
374,1
375,2
376,2
377,2
378,3
379,1
380,2
381,3
382,3
383,1
384,1
385,2
386,1
387,1
388,1
389,1
390,2
391,3
392,3
393,1
394,3
395,1
396,2
397,3
398,1
399,1
400,1
401,3
402,1
403,1
404,3
405,3
406,2
407,3
408,2
409,3
410,2
411,3
412,1
413,1
414,3
415,2
416,3
417,3
418,2
419,3
420,2
421,2
422,2
423,3
424,1
425,3
426,2
427,3
428,3
429,3
430,2
431,1
432,3
433,1
434,2
435,2
436,3
437,2
438,2
439,3
440,2
441,3
442,3
443,2
444,1
445,1
446,2
447,2
448,2
449,2
450,3
451,2
452,1
453,1
454,1
455,2
456,3
457,3
458,1
459,1
460,2
461,3
462,2
463,1
464,3
465,3
466,1
467,2
468,2
469,2
470,3
471,3
472,2
473,1
474,3
475,1
476,1
477,3
478,1
479,1
480,2
481,2
482,3
483,3
484,2
485,3
486,1
487,3
488,3
489,1
490,1
491,2
492,1
493,1
494,3
495,2
496,2
497,2
498,2
499,1
500,1
501,2
502,3
503,3
504,2
505,2
506,3
507,1
508,2
509,3
510,3
511,2
512,2
513,2
514,3
515,3
516,2
517,2
518,2
519,2
520,2
521,1
522,1
523,1
524,2
525,1
526,2
527,1
528,3
529,3
530,1
531,3
532,2
533,3
534,3
535,1
536,1
537,1
538,2
539,1
540,2
541,1
542,3
543,2
544,2
545,1
546,2
547,1
548,2
549,1
550,3
551,2
552,1
553,2
554,1
555,2
556,2
557,1
558,1
559,2
560,3
561,3
562,3
563,3
564,3
565,2
566,3
567,3
568,2
569,3
570,2
571,2
572,3
573,3
574,2
575,3
576,3
577,2
578,3
579,2
580,1
581,2
582,2
583,3
584,1
585,2
586,2
587,3
588,1
589,1
590,3
591,2
592,2
593,2
594,3
595,1
596,1
597,2
598,2
599,1
600,1
601,2
602,3
603,2
604,3
605,1
606,3
607,2
608,1
609,3
610,1
611,1
612,1
613,3
614,1
615,1
616,1
617,3
618,1
619,2
620,1
621,3
622,3
623,2
624,1
625,1
626,1
627,2
628,3
629,3
630,1
631,1
632,2
633,3
634,2
635,2
636,2
637,2
638,3
639,2
640,3
641,1
642,1
643,1
644,2
645,2
646,2
647,2
648,1
649,3
650,3
651,3
652,3
653,2
654,2
655,3
656,1
657,2
658,1
659,2
660,1
661,3
662,1
663,3
664,1
665,3
666,2
667,1
668,2
669,2
670,3
671,3
672,1
673,1
674,3
675,1
676,1
677,1
678,2
679,3
680,2
681,3
682,2
683,1
684,1
685,3
686,3
687,3
688,3
689,1
690,3
691,3
692,2
693,1
694,2
695,1
696,2
697,3
698,2
699,3
700,3
701,3
702,3
703,3
704,2
705,3
706,3
707,2
708,1
709,1
710,2
711,1
712,3
713,3
714,2
715,3
716,2
717,3
718,1
719,2
720,2
721,3
722,2
723,3
724,1
725,3
726,1
727,1
728,2
729,3
730,2
731,1
732,1
733,3
734,3
735,3
736,2
737,2
738,3
739,3
740,1
741,2
742,1
743,3
744,3
745,2
746,3
747,3
748,2
749,3
750,1
751,1
752,3
753,3
754,1
755,3
756,3
757,3
758,2
759,2
760,2
761,2
762,1
763,2
764,2
765,1
766,3
767,3
768,2
769,3
770,3
771,1
772,3
773,3
774,3
775,1
776,1
777,3
778,1
779,3
780,1
781,2
782,3
783,2
784,2
785,2
786,3
787,3
788,3
789,3
790,1
791,3
792,3
793,3
794,2
795,3
796,2
797,1
798,1
799,3
800,2
801,2
802,3
803,2
804,1
805,3
806,3
807,2
808,1
809,1
810,3
811,1
812,3
813,1
814,1
815,3
816,1
817,2
818,3
819,1
820,3
821,1
822,3
823,3
824,2
825,1
826,2
827,1
828,2
829,3
830,2
831,1
832,2
833,2
834,3
835,3
836,1
837,2
838,1
839,3
840,3
841,1
842,2
843,3
844,1
845,3
846,1
847,3
848,1
849,1
850,3
851,2
852,3
853,2
854,3
855,1
856,3
857,2
858,1
859,1
860,3
861,2
862,1
863,3
864,3
865,3
866,3
867,2
868,1
869,2
870,2
871,2
872,3
873,3
874,1
875,2
876,2
877,2
878,3
879,1
880,1
881,1
882,1
883,3
884,3
885,2
886,1
887,2
888,1
889,3
890,2
891,2
892,3
893,1
894,2
895,3
896,3
897,2
898,1
899,1
900,1
901,3
902,2
903,1
904,1
905,3
906,3
907,3
908,2
909,3
910,2
911,1
912,3
913,2
914,2
915,3
916,3
917,3
918,1
919,3
920,3
921,3
922,3
923,1
924,3
925,1
926,3
927,1
928,2
929,3
930,2
931,1
932,2
933,2
934,1
935,2
936,1
937,3
938,1
939,3
940,1
941,1
942,2
943,1
944,3
945,1
946,1
947,2
948,3
949,2
950,1
951,3
952,3
953,2
954,3
955,2
956,1
957,3
958,1
959,2
960,3
961,1
962,2
963,2
964,1
965,1
966,1
967,2
968,2
969,3
970,2
971,1
972,3
973,2
974,1
975,1
976,1
977,1
978,1
979,1
980,3
981,3
982,2
983,2
984,1
985,1
986,1
987,3
988,2
989,2
990,1
991,1
992,2
993,3
994,3
995,2
996,3
997,3
998,3
999,21000,3
1001,2
1002,2
1003,3
1004,2
1005,1
1006,1
1007,3
1008,2
1009,3
1010,3
1011,2
1012,1
1013,2
1014,1
1015,1
1016,2
1017,2
1018,3
1019,1
1020,2
1021,1
1022,2
1023,3
1024,3
1025,2
1026,2
1027,2
1028,3
1029,1
1030,1
1031,1
1032,3
1033,3
1034,1
1035,2
1036,1
1037,2
1038,3
1039,2
1040,2
1041,2
1042,3
1043,2
1044,2
1045,1
1046,2
1047,2
1048,3
1049,2
1050,2
1051,2
1052,2
1053,3
1054,3
1055,1
1056,1
1057,1
1058,2
1059,1
1060,3
1061,2
1062,3
1063,3
1064,1
1065,2
1066,2
1067,1
1068,3
1069,1
1070,3
1071,3
1072,3
1073,3
1074,3
1075,3
1076,2
1077,2
1078,1
1079,1
1080,3
1081,2
1082,2
1083,1
1084,2
1085,2
1086,3
1087,2
1088,2
1089,1
