Number,Value
0,96
1,3
2,146
3,82
4,70
5,104
6,93
7,30
8,67
9,48
10,32
11,124
12,32
13,128
14,70
15,62
16,36
17,122
18,128
19,63
20,102
21,74
22,87
23,17
24,122
25,16
26,52
27,146
28,108
29,74
30,148
31,91
32,143
33,11
34,34
35,49
36,52
37,120
38,1
39,19
40,69
41,99
42,146
43,103
44,21
45,20
46,40
47,156
48,32
49,118
50,95
51,55
52,95
53,109
54,45
55,118
56,52
57,109
58,92
59,138
60,10
61,143
62,83
63,17
64,32
65,144
66,24
67,94
68,89
69,15
70,30
71,152
72,17
73,32
74,79
75,27
76,75
77,21
78,62
79,119
80,17
81,63
82,30
83,132
84,115
85,26
86,152
87,28
88,28
89,1
90,19
91,101
92,141
93,60
94,29
95,71
96,103
97,42
98,124
99,5
100,122
101,124
102,25
103,109
104,116
105,7
106,27
107,84
108,150
109,48
110,126
111,39
112,133
113,135
114,25
115,12
116,149
117,56
118,99
119,24
120,103
121,77
122,41
123,32
124,31
125,55
126,90
127,53
128,29
129,89
130,26
131,97
132,4
133,128
134,136
135,113
136,73
137,89
138,63
139,94
140,92
141,19
142,144
143,152
144,91
145,132
146,126
147,127
148,66
149,141
150,1
151,42
152,116
153,19
154,51
155,139
156,16
157,151
158,154
159,123
160,95
161,37
162,54
163,146
164,155
165,150
166,56
167,70
168,13
169,113
170,38
171,29
172,55
173,137
174,13
175,129
176,78
177,134
178,128
179,76
180,28
181,60
182,136
183,61
184,140
185,77
186,59
187,140
188,80
189,117
190,42
191,148
192,107
193,33
194,91
195,67
196,6
197,79
198,57
199,33
200,153
201,132
202,96
203,148
204,107
205,43
206,17
207,128
208,70
209,38
210,37
211,86
212,73
213,14
214,13
215,77
216,142
217,133
218,15
219,64
220,3
221,101
222,141
223,35
224,66
225,134
226,155
227,36
228,134
229,102
230,5
231,29
232,116
233,60
234,155
235,11
236,73
237,78
238,154
239,17
240,37
241,99
242,151
243,4
244,50
245,6
246,34
247,88
248,154
249,59
250,55
251,67
252,45
253,21
254,91
255,34
256,72
257,101
258,143
259,11
260,23
261,97
262,88
263,66
264,72
265,136
266,50
267,145
268,109
269,37
270,12
271,35
272,56
273,57
274,148
275,115
276,120
277,34
278,21
279,80
280,119
281,115
282,113
283,88
284,121
285,20
286,30
287,33
288,132
289,67
290,132
291,16
292,25
293,26
294,151
295,2
296,147
297,31
298,53
299,44
300,37
301,142
302,155
303,96
304,147
305,140
306,86
307,124
308,88
309,140
310,86
311,136
312,94
313,87
314,150
315,70
316,97
317,102
318,57
319,137
320,9
321,150
322,57
323,152
324,48
325,74
326,66
327,76
328,107
329,58
330,150
331,124
332,123
333,102
334,59
335,139
336,121
337,58
338,92
339,15
340,144
341,105
342,150
343,20
344,50
345,44
346,86
347,30
348,65
349,36
350,56
351,52
352,79
353,75
354,76
355,79
356,132
357,60
358,151
359,122
360,142
361,67
362,123
363,21
364,22
365,17
366,78
367,94
368,11
369,131
370,1
371,45
372,78
373,145
374,38
375,61
376,134
377,18
378,27
379,71
380,45
381,56
382,109
383,58
384,41
385,151
386,20
387,112
388,142
389,16
390,70
391,110
392,14
393,78
394,121
395,117
396,24
397,54
398,12
399,19
400,97
401,79
402,64
403,7
404,118
405,11
406,19
407,112
408,88
409,27
410,24
411,69
412,113
413,123
414,64
415,133
416,148
417,116
418,38
419,95
420,29
421,80
422,94
423,127
424,85
425,69
426,1
427,88
428,60
429,26
430,12
431,126
432,125
433,22
434,6
435,127
436,55
437,117
438,109
439,4
440,83
441,129
442,117
443,102
444,118
445,96
446,57
447,86
448,80
449,24
450,65
451,149
452,85
453,6
454,98
455,111
456,15
457,154
458,91
459,142
460,117
461,129
462,106
463,82
464,107
465,48
466,28
467,13
468,9
469,120
470,85
471,142
472,12
473,152
474,60
475,19
476,137
477,105
478,102
479,117
480,76
481,66
482,26
483,121
484,109
485,81
486,33
487,149
488,142
489,10
490,1
491,106
492,22
493,26
494,30
495,143
496,11
497,55
498,12
499,141
500,51
501,140
502,90
503,137
504,3
505,143
506,47
507,95
508,30
509,13
510,98
511,39
512,134
513,102
514,41
515,130
516,93
517,73
518,53
519,105
520,100
521,87
522,129
523,37
524,66
525,139
526,152
527,92
528,58
529,61
530,34
531,90
532,64
533,78
534,77
535,131
536,39
537,104
538,112
539,71
540,10
541,24
542,75
543,108
544,53
545,90
546,16
547,107
548,144
549,137
550,2
551,102
552,60
553,48
554,24
555,127
556,149
557,132
558,27
559,31
560,14
561,140
562,7
563,118
564,15
565,100
566,102
567,57
568,44
569,72
570,140
571,30
572,129
573,139
574,37
575,40
576,57
577,88
578,153
579,156
580,130
581,24
582,46
583,16
584,56
585,151
586,100
587,102
588,90
589,92
590,99
591,56
592,152
593,101
594,93
595,8
596,141
597,36
598,52
599,20
600,124
601,97
602,118
603,102
604,87
605,105
606,130
607,17
608,156
609,109
610,5
611,141
612,48
613,94
614,1
615,41
616,108
617,104
618,102
619,153
620,72
621,142
622,3
623,103
624,142
625,101
626,136
627,71
628,151
629,16
630,80
631,115
632,96
633,82
634,1
635,112
636,56
637,151
638,19
639,54
640,6
641,66
642,5
643,2
644,136
645,133
646,145
647,87
648,126
649,122
650,153
651,144
652,57
653,76
654,156
655,138
656,79
657,58
658,126
659,82
660,96
661,34
662,142
663,11
664,114
665,137
666,111
667,61
668,118
669,44
670,130
671,144
672,40
673,60
674,144
675,67
676,75
677,105
678,145
679,86
680,118
681,1
682,96
683,91
684,55
685,81
686,64
687,64
688,65
689,110
690,17
691,107
692,119
693,105
694,8
695,23
696,59
697,52
698,132
699,40
700,35
701,15
702,41
703,139
704,153
705,134
706,63
707,136
708,146
709,87
710,91
711,80
712,23
713,56
714,102
715,119
716,113
717,119
718,57
719,81
720,154
721,126
722,87
723,37
724,112
725,31
726,47
727,45
728,94
729,75
730,12
731,109
732,97
733,54
734,43
735,156
736,118
737,6
738,142
739,133
740,98
741,95
742,23
743,139
744,17
745,141
746,78
747,9
748,1
749,111
750,36
751,147
752,38
753,133
754,11
755,88
756,18
757,23
758,102
759,82
760,85
761,45
762,32
763,18
764,49
765,133
766,154
767,94
768,106
769,19
770,60
771,40
772,20
773,19
774,100
775,94
776,1
777,27
778,142
779,142
780,129
781,155
782,128
783,98
784,60
785,53
786,126
787,138
788,22
789,105
790,63
791,133
792,32
793,144
794,124
795,131
796,114
797,121
798,61
799,10
800,141
801,155
802,113
803,141
804,14
805,132
806,19
807,77
808,12
809,96
810,49
811,29
812,44
813,38
