Number,Value
0,6
1,1
2,1
3,4
4,5
5,3
6,4
7,5
8,6
9,5
10,7
11,6
12,7
13,3
14,2
15,2
16,7
17,1
18,2
19,2
20,4
21,3
22,4
23,3
24,7
25,5
26,4
27,6
28,4
29,7
30,6
31,2
32,1
33,4
34,3
35,3
36,7
37,5
38,2
39,3
40,7
41,1
42,5
43,3
44,3
45,5
46,7
47,2
48,4
49,4
50,3
51,2
52,2
53,2
54,2
55,6
56,7
57,3
58,4
59,3
60,6
61,6
62,4
63,7
64,3
65,5
66,6
67,1
68,2
69,1
70,7
71,7
72,2
73,6
74,7
75,6
76,4
77,5
78,6
79,3
80,3
81,1
82,3
83,1
84,1
85,7
86,5
87,2
88,4
89,5
90,3
91,3
92,6
93,4
94,4
95,6
96,6
97,2
98,7
99,5
100,2
101,4
102,6
103,4
104,6
105,6
106,3
107,7
108,6
109,4
110,3
111,2
112,3
113,1
114,1
115,6
116,4
117,3
118,1
119,6
120,6
121,4
122,1
123,7
124,3
125,1
126,5
127,4
128,6
129,3
130,2
131,7
132,5
133,6
134,2
135,5
136,1
137,5
138,3
139,3
140,6
141,4
142,7
143,6
144,5
145,7
146,2
147,5
148,2
149,5
150,6
151,7
152,7
153,4
154,6
155,4
156,4
157,3
158,5
159,7
160,7
161,2
162,1
163,5
164,5
165,7
166,4
167,7
168,5
169,3
170,1
171,1
172,2
173,7
174,7
175,1
176,6
177,6
178,7
179,2
180,4
181,6
182,6
183,1
184,7
185,2
186,2
187,7
188,2
189,5
190,5
191,2
192,1
193,7
194,2
195,6
196,5
197,5
198,1
199,5
200,5
201,3
202,4
203,5
204,2
205,5
206,3
207,5
208,1
209,5
210,6
211,5
212,3
213,4
214,1
215,5
216,3
217,3
218,4
219,2
220,4
221,7
222,3
223,5
224,3
225,3
226,1
227,2
228,7
229,3
230,7
231,6
232,2
233,5
234,7
235,7
236,2
237,3
238,5
239,6
240,3
241,3
242,1
243,6
244,4
245,2
246,5
247,4
248,4
249,5
250,6
251,6
252,4
253,1
254,7
255,7
256,5
257,6
258,4
259,7
260,6
261,6
262,2
263,4
264,7
265,4
266,6
267,4
268,6
269,4
270,1
271,6
272,2
273,5
274,6
275,6
276,2
277,5
278,5
279,3
280,3
281,3
282,1
283,4
284,4
285,7
286,5
287,3
288,2
289,7
290,2
291,2
292,7
293,3
294,7
295,7
296,4
297,1
298,6
299,5
300,7
301,7
302,4
303,5
304,5
305,6
306,1
307,6
308,4
309,4
310,1
311,3
312,2
313,2
314,3
315,4
316,7
317,3
318,5
319,2
320,2
321,4
322,6
323,6
324,6
325,5
326,4
327,5
328,7
329,7
330,6
331,5
332,2
333,1
334,4
335,5
336,5
337,5
338,3
339,3
340,6
341,6
342,1
343,6
344,1
345,5
346,7
347,6
348,6
349,7
350,6
351,6
352,2
353,1
354,3
355,6
356,2
357,1
358,3
359,1
360,3
361,1
362,1
363,1
364,5
365,1
366,1
367,2
368,4
369,2
370,5
371,5
372,5
373,5
374,1
375,2
376,1
377,3
378,6
379,2
380,2
381,2
382,1
383,5
384,6
385,7
386,6
387,2
388,3
389,4
390,4
391,6
392,6
393,7
394,2
395,7
396,4
397,1
398,5
399,6
400,1
401,6
402,4
403,6
404,5
405,6
406,6
407,2
408,2
409,5
410,1
411,7
412,1
413,1
414,6
415,4
416,6
417,4
418,1
419,2
420,7
421,7
422,6
423,7
424,3
425,1
426,7
427,3
428,4
429,3
430,7
431,7
432,6
433,3
434,6
435,3
436,2
437,7
438,3
439,7
440,2
441,5
442,3
443,4
444,4
445,1
446,7
447,6
448,3
449,3
450,6
451,1
452,3
453,1
454,4
455,7
456,6
457,7
458,5
459,7
460,1
461,3
462,1
463,3
464,1
465,7
466,6
467,3
468,1
469,7
470,3
471,1
472,2
473,7
474,1
475,5
476,2
477,6
478,2
479,4
480,5
481,2
482,7
483,3
484,2
485,5
486,2
487,2
488,7
489,5
490,2
491,4
492,3
493,2
494,2
495,3
496,6
497,5
498,6
499,3
500,4
501,2
502,4
503,6
504,4
505,7
506,5
507,2
508,4
509,1
510,2
511,6
512,2
513,5
514,5
515,7
516,4
517,7
518,3
519,3
520,3
521,6
522,6
523,3
524,7
525,7
526,2
527,6
528,7
529,2
530,1
531,7
532,1
533,6
534,5
535,3
536,2
537,5
538,6
539,2
540,4
541,1
542,3
543,5
544,5
545,6
546,1
547,5
548,5
549,5
550,3
551,7
552,2
553,5
554,2
555,5
556,3
557,2
558,3
559,3
560,4
561,2
562,4
563,6
564,1
565,1
566,1
567,7
568,5
569,2
570,7
571,1
572,7
573,4
574,1
575,7
576,6
577,4
578,4
579,1
580,4
581,7
582,3
583,1
584,5
585,3
586,3
587,1
588,3
589,2
590,1
591,5
592,2
593,1
594,4
595,2
596,6
597,3
598,1
599,5
600,3
601,5
602,6
603,5
604,5
605,7
606,1
607,6
608,2
609,2
610,1
611,6
612,2
613,3
614,4
615,1
616,1
617,4
618,2
619,6
620,4
621,4
622,6
623,7
624,1
625,4
626,4
627,3
628,1
629,3
630,4
631,1
632,6
633,1
634,3
635,4
636,7
637,6
638,2
639,4
640,2
641,6
642,1
643,5
644,4
645,5
646,2
647,2
648,3
649,4
650,7
651,4
652,4
653,7
654,5
655,5
656,3
657,5
658,5
659,7
660,1
661,1
662,6
663,5
664,3
665,5
666,2
667,7
668,5
669,6
670,4
671,2
672,7
673,4
674,2
675,1
676,1
677,1
678,5
679,4
680,5
681,3
682,4
683,1
684,4
685,3
686,7
687,4
688,1
689,1
690,7
691,3
692,4
693,2
694,7
695,1
696,4
697,3
698,6
699,7
700,4
701,5
702,6
703,1
704,1
705,4
706,4
707,1
708,2
709,5
710,7
711,1
712,4
713,5
714,1
715,4
716,5
717,1
718,2
719,7
720,4
721,3
722,4
723,1
724,3
725,4
726,7
727,2
728,7
729,6
730,5
731,7
732,6
733,5
734,3
735,3
736,6
737,3
738,7
739,2
740,7
741,1
742,7
743,3
744,5
745,5
746,2
747,7
748,3
749,2
750,3
751,7
752,6
753,1
754,7
755,3
756,4
757,5
758,5
759,4
760,7
761,1
762,3
763,6
764,2
765,5
766,6
767,4
768,5
769,7
770,3
771,2
772,3
773,7
774,1
775,4
776,7
777,3
778,6
779,5
780,3
781,4
782,5
783,7
784,6
785,3
786,6
787,2
788,6
789,4
790,4
791,6
792,2
793,5
794,4
795,5
796,7
797,1
798,4
799,2
800,1
801,4
802,3
803,5
804,3
805,7
806,1
807,4
808,3
809,1
810,7
811,5
812,6
813,1
814,2
815,3
816,3
817,3
818,7
819,4
820,7
821,5
822,6
823,4
824,3
825,1
826,4
827,5
828,6
829,6
830,4
831,2
832,1
833,3
834,3
835,7
836,6
837,6
838,4
839,7
840,2
841,3
842,7
843,4
844,4
845,4
846,2
847,1
848,6
849,4
850,5
851,4
852,6
853,3
854,3
855,3
856,3
857,3
858,4
859,3
860,1
861,4
862,3
863,4
864,5
865,6
866,1
867,5
868,4
869,6
870,2
871,3
872,5
873,6
874,4
875,5
876,2
877,5
878,4
879,2
880,7
881,6
882,6
883,2
884,5
885,6
886,4
887,3
888,2
889,5
890,5
891,3
892,5
893,3
894,6
895,4
896,4
897,1
898,5
899,6
900,5
901,2
902,4
903,3
904,4
905,4
906,4
907,2
908,7
909,2
910,4
911,4
912,7
913,7
914,3
915,3
916,5
917,6
918,1
919,7
920,5
921,6
922,2
923,6
924,4
925,5
926,4
927,1
928,4
929,3
930,7
931,2
932,5
933,6
934,4
935,6
936,5
937,6
938,4
939,2
940,2
941,5
942,6
943,2
944,6
945,1
946,6
947,3
948,3
949,4
950,1
951,5
952,1
953,7
954,2
955,7
956,7
957,7
958,2
959,1
960,4
961,6
962,3
963,6
964,6
965,3
966,5
967,3
968,1
969,2
970,2
971,3
972,5
973,5
974,4
975,7
976,5
977,5
978,2
979,3
980,6
981,6
982,1
983,4
984,5
985,1
986,4
987,4
988,1
989,2
990,4
991,3
992,3
993,1
994,7
995,1
996,1
997,3
998,6
999,11000,6
1001,2
1002,5
1003,5
1004,3
1005,5
1006,6
1007,1
1008,3
1009,5
1010,1
1011,1
1012,5
1013,1
1014,2
1015,1
1016,7
1017,5
1018,3
1019,4
1020,7
1021,2
1022,6
1023,5
1024,7
1025,3
1026,7
1027,4
1028,6
1029,5
1030,2
1031,5
1032,1
1033,2
1034,2
1035,5
1036,5
1037,7
1038,5
1039,4
1040,3
1041,3
1042,7
1043,1
1044,6
1045,3
1046,6
1047,4
1048,7
1049,4
1050,5
1051,6
1052,3
1053,6
1054,5
1055,2
1056,1
1057,1
1058,2
1059,2
1060,1
1061,4
1062,7
1063,4
1064,3
1065,4
1066,5
1067,1
1068,3
1069,2
1070,1
1071,4
1072,1
1073,7
1074,6
1075,2
1076,5
1077,2
1078,5
1079,7
1080,3
1081,7
1082,5
1083,5
1084,3
1085,3
1086,4
1087,5
1088,2
1089,2
1090,3
1091,7
1092,4
1093,6
1094,5
1095,4
1096,7
1097,2
1098,7
1099,7
1100,4
1101,3
1102,5
1103,2
1104,2
1105,3
1106,2
1107,2
1108,7
1109,1
1110,1
1111,6
1112,4
1113,2
1114,2
1115,7
1116,5
1117,2
1118,1
1119,2
1120,2
1121,5
1122,1
1123,2
1124,7
1125,7
1126,6
1127,4
1128,3
1129,3
1130,7
1131,7
1132,3
1133,3
1134,3
1135,3
1136,1
1137,6
1138,1
1139,3
1140,4
1141,1
1142,2
1143,2
1144,1
1145,6
1146,2
1147,7
1148,2
1149,6
1150,4
1151,4
1152,2
1153,2
1154,6
1155,2
1156,4
1157,4
1158,5
1159,2
1160,1
1161,7
1162,1
1163,7
1164,5
1165,4
1166,3
1167,3
1168,4
1169,2
1170,7
1171,1
1172,4
1173,7
1174,6
1175,5
1176,2
1177,7
1178,3
1179,1
1180,1
1181,5
1182,4
1183,2
1184,4
1185,6
1186,7
1187,1
1188,3
1189,7
1190,7
1191,4
1192,7
1193,4
1194,5
1195,6
1196,5
1197,2
1198,1
1199,3
1200,2
1201,4
1202,1
1203,7
